comune_key,date,assigned_model,beta_mixed,beta_gamm,beta_prophet,model_beta
cogne,2025-08-01,GAMM,0.09980725294921869,0.17096646267899482,NA,0.17096646267899482
cogne,2025-09-01,GAMM,0.09980725294921869,0.18396934832520845,NA,0.18396934832520845
courmayeur,2025-01-01,GAMM,0.07945499611994164,0.1558720276890406,NA,0.1558720276890406
courmayeur,2025-02-01,GAMM,0.07945499611994164,0.15574338801106313,NA,0.15574338801106313
courmayeur,2025-03-01,GAMM,0.07945499611994164,0.15438919059640757,NA,0.15438919059640757
courmayeur,2025-04-01,GAMM,0.07945499611994164,0.15459056996520795,NA,0.15459056996520795
courmayeur,2025-05-01,GAMM,0.07945499611994164,0.15683046590514718,NA,0.15683046590514718
courmayeur,2025-06-01,GAMM,0.07945499611994164,0.1580606315962405,NA,0.1580606315962405
courmayeur,2025-07-01,GAMM,0.07945499611994164,0.1596310615796301,NA,0.1596310615796301
courmayeur,2025-08-01,GAMM,0.07945499611994164,0.1596307901695655,NA,0.1596307901695655
courmayeur,2025-09-01,GAMM,0.07945499611994164,0.15788880950102807,NA,0.15788880950102807
donnas,2025-01-01,Mixed,0.06212941295993822,0.06997881516991661,NA,0.06212941295993822
donnas,2025-02-01,Mixed,0.06212941295993822,0.0729359602940948,NA,0.06212941295993822
donnas,2025-03-01,Mixed,0.06212941295993822,0.06937690655304148,NA,0.06212941295993822
donnas,2025-04-01,Mixed,0.06212941295993822,0.06878451835623947,NA,0.06212941295993822
donnas,2025-05-01,Mixed,0.06212941295993822,0.08659861197530698,NA,0.06212941295993822
donnas,2025-06-01,Mixed,0.06212941295993822,0.08984297384274065,NA,0.06212941295993822
donnas,2025-07-01,Mixed,0.06212941295993822,0.11452197251830185,NA,0.06212941295993822
donnas,2025-08-01,Mixed,0.06212941295993822,0.12608913871216795,NA,0.06212941295993822
donnas,2025-09-01,Mixed,0.06212941295993822,0.0698274334198837,NA,0.06212941295993822
emarese,2025-01-01,Mixed,0.05476279089810439,0.06026796136628093,NA,0.05476279089810439
emarese,2025-02-01,Mixed,0.05476279089810439,0.0637836710954074,NA,0.05476279089810439
emarese,2025-03-01,Mixed,0.05476279089810439,0.046931335659173304,NA,0.05476279089810439
emarese,2025-04-01,Mixed,0.05476279089810439,0.05120868742936932,NA,0.05476279089810439
emarese,2025-05-01,Mixed,0.05476279089810439,0.06410311331490394,NA,0.05476279089810439
emarese,2025-06-01,Mixed,0.05476279089810439,0.035144587330064786,NA,0.05476279089810439
emarese,2025-07-01,Mixed,0.05476279089810439,0.06248633180693444,NA,0.05476279089810439
emarese,2025-08-01,Mixed,0.05476279089810439,0.07039948250125436,NA,0.05476279089810439
emarese,2025-09-01,Mixed,0.05476279089810439,0.010161818646641587,NA,0.05476279089810439
etroubles,2025-01-01,Mixed,0.0779219606473617,0.15688404399029268,NA,0.0779219606473617
etroubles,2025-02-01,Mixed,0.0779219606473617,0.15816661459712478,NA,0.0779219606473617
etroubles,2025-03-01,Mixed,0.0779219606473617,0.1497583031351659,NA,0.0779219606473617
etroubles,2025-04-01,Mixed,0.0779219606473617,0.14460456114923664,NA,0.0779219606473617
etroubles,2025-05-01,Mixed,0.0779219606473617,0.14489067651774473,NA,0.0779219606473617
etroubles,2025-06-01,Mixed,0.0779219606473617,0.18393576548141663,NA,0.0779219606473617
etroubles,2025-07-01,Mixed,0.0779219606473617,0.17941519297043645,NA,0.0779219606473617
etroubles,2025-08-01,Mixed,0.0779219606473617,0.17978407239826616,NA,0.0779219606473617
etroubles,2025-09-01,Mixed,0.0779219606473617,0.18367413957457135,NA,0.0779219606473617
fenis,2025-01-01,GAMM,0.055619646979804975,0.1421842233207801,NA,0.1421842233207801
fenis,2025-02-01,GAMM,0.055619646979804975,0.12561152501252124,NA,0.12561152501252124
fenis,2025-03-01,GAMM,0.055619646979804975,0.0938380626747838,NA,0.0938380626747838
fenis,2025-04-01,GAMM,0.055619646979804975,0.1402370318718401,NA,0.1402370318718401
fenis,2025-05-01,GAMM,0.055619646979804975,0.13440093344251952,NA,0.13440093344251952
fenis,2025-06-01,GAMM,0.055619646979804975,0.14799304834896249,NA,0.14799304834896249
fenis,2025-07-01,GAMM,0.055619646979804975,0.16052570877790764,NA,0.16052570877790764
fenis,2025-08-01,GAMM,0.055619646979804975,0.1658312108493932,NA,0.1658312108493932
fenis,2025-09-01,GAMM,0.055619646979804975,0.13684970170973376,NA,0.13684970170973376
fontainemore,2025-01-01,Prophet,0.03577621777647234,0.044775066365608435,-1.1791944911437828e-4,-1.1791944911437828e-4
fontainemore,2025-02-01,Prophet,0.03577621777647234,0.04647323246645905,-1.1817050517771914e-4,-1.1817050517771914e-4
fontainemore,2025-03-01,Prophet,0.03577621777647234,0.0381545206271423,-1.1572664560147348e-4,-1.1572664560147348e-4
fontainemore,2025-04-01,Prophet,0.03577621777647234,0.025618582883929222,-1.0976827602710239e-4,-1.0976827602710239e-4
fontainemore,2025-05-01,Prophet,0.03577621777647234,0.0405067582796864,-1.166434575861362e-4,-1.166434575861362e-4
fontainemore,2025-06-01,Prophet,0.03577621777647234,0.09386365928116398,-1.1929962866928164e-4,-1.1929962866928164e-4
fontainemore,2025-07-01,Prophet,0.03577621777647234,0.12760922583586012,-1.1948070330715531e-4,-1.1948070330715531e-4
fontainemore,2025-08-01,Prophet,0.03577621777647234,0.13405629801271138,-1.1950591375571212e-4,-1.1950591375571212e-4
fontainemore,2025-09-01,Prophet,0.03577621777647234,0.07648280756155885,-1.1913867443264123e-4,-1.1913867443264123e-4
gaby,2025-01-01,Prophet,0.024571275662282052,0.12169239889664542,-0.10025365132365299,-0.10025365132365299
gaby,2025-03-01,Prophet,0.024571275662282052,0.08761418801126046,-0.10017128727258608,-0.10017128727258608
gaby,2025-04-01,Prophet,0.024571275662282052,0.03792235352128398,-0.09986795775606601,-0.09986795775606601
gaby,2025-05-01,Prophet,0.024571275662282052,0.03194413265486385,-0.09959666806413746,-0.09959666806413746
gaby,2025-06-01,Prophet,0.024571275662282052,0.10881705988551317,-0.10022371744471666,-0.10022371744471666
gaby,2025-07-01,Prophet,0.024571275662282052,0.164161981243014,-0.10032090485152725,-0.10032090485152725
gaby,2025-08-01,Prophet,0.024571275662282052,0.1623502387654064,-0.1003176484438521,-0.1003176484438521
gaby,2025-09-01,Prophet,0.024571275662282052,0.07611837110864371,-0.1001345849853933,-0.1001345849853933
gignod,2025-01-01,GAMM,0.05270961735781512,0.11797257416821545,NA,0.11797257416821545
gignod,2025-02-01,GAMM,0.05270961735781512,0.11753030257879483,NA,0.11753030257879483
gignod,2025-03-01,GAMM,0.05270961735781512,0.08705042198428348,NA,0.08705042198428348
gignod,2025-04-01,GAMM,0.05270961735781512,0.07889551958737387,NA,0.07889551958737387
gignod,2025-05-01,GAMM,0.05270961735781512,0.10857307486841015,NA,0.10857307486841015
gignod,2025-06-01,GAMM,0.05270961735781512,0.13168620548742072,NA,0.13168620548742072
gignod,2025-07-01,GAMM,0.05270961735781512,0.16439326277291308,NA,0.16439326277291308
gignod,2025-08-01,GAMM,0.05270961735781512,0.1641576996371376,NA,0.1641576996371376
gignod,2025-09-01,GAMM,0.05270961735781512,0.12210499191510372,NA,0.12210499191510372
gressan,2025-01-01,GAMM,0.08949440462809281,0.16785055834876655,NA,0.16785055834876655
gressan,2025-02-01,GAMM,0.08949440462809281,0.16709167202018294,NA,0.16709167202018294
