comune_key,date,assigned_model,actual_kwh,pred_kwh_mixed_actual,pred_kwh_gamm_actual,pred_kwh_mixed_q95,pred_kwh_gamm_q95,pred_kwh_prophet_actual,pred_kwh_prophet_q95,arrivals_actual,arrivals_q95,arrivals_multiplier_q95,load_actual_assigned,load_q95_assigned,delta_kwh_q95_minus_actual,delta_pct_q95_minus_actual,comune_key_norm,comune_nome,istat_muni_code,risk_score,p_energy_given_tourism_upper_95,lift_upper_95,p_energy_given_tourism_upper_90,lift_upper_90,tourism_intensity_rank,risk_rank,scenario_tail_impact_kwh,scenario_tail_impact_weighted,abs_shock_kwh,abs_tail_impact_kwh
perloz,2025-04-01,GAMM,84366.99999999996,76992.92152473574,78461.02126395458,77300.74447352218,79383.69963237773,NA,NA,73.00000000000003,114.046811198187,1.5622850849066707,78461.02126395458,79383.69963237773,922.6783684231486,1.1759703781054842,perloz,Perloz,7048,0,0,NA,NA,NA,61,47,0,0,922.6783684231486,0
perloz,2025-05-01,GAMM,80741.99999999996,74655.91429629292,76601.43711798727,74867.3945476582,77533.55784676936,NA,NA,99.00000000000004,135.729646601532,1.3710065313286055,76601.43711798727,77533.55784676936,932.1207287820872,1.216844962512087,perloz,Perloz,7048,0,0,NA,NA,NA,61,47,0,0,932.1207287820872,0
perloz,2025-06-01,GAMM,73154.00000000006,72325.42667036965,73351.82998943311,72462.62853311995,73707.21716897232,NA,NA,77,95.1879705629825,1.2362074099088636,73351.82998943311,73707.21716897232,355.3871795392042,0.4844966779839144,perloz,Perloz,7048,0,0,NA,NA,NA,61,47,0,0,355.3871795392042,0
perloz,2025-07-01,GAMM,77024.00000000001,75217.50391871265,74255.00178835233,75542.24510786156,76329.6627326815,NA,NA,182.00000000000009,293.690378230456,1.6136833968706368,74255.00178835233,76329.6627326815,2074.660944329182,2.7939679406951523,perloz,Perloz,7048,0,0,NA,NA,NA,61,47,0,0,2074.660944329182,0
perloz,2025-08-01,GAMM,79823.99999999996,78122.20841223221,78744.90039829545,78531.75847189937,81400.37642313422,NA,NA,168,300.315103969313,1.787589904579244,78744.90039829545,81400.37642313422,2655.4760248387756,3.372251423783945,perloz,Perloz,7048,0,0,NA,NA,NA,61,47,0,0,2655.4760248387756,0
perloz,2025-09-01,GAMM,58157.00000000001,70374.26533139913,72263.7713113808,70918.55265955345,75055.59202442439,NA,NA,89,210.000141730233,2.359552154272281,72263.7713113808,75055.59202442439,2791.8207130435912,3.863375329546237,perloz,Perloz,7048,0,0,NA,NA,NA,61,47,0,0,2791.8207130435912,0
pollein,2025-01-01,GAMM,484078.9999999998,431642.5238597327,478086.9691369504,441586.1956409287,499471.9318489654,NA,NA,2204.0000000000005,2929.82786681662,1.3293229885737836,478086.9691369504,499471.9318489654,21384.962712014967,4.47302773188305,pollein,Pollein,7049,0.0434782608695652,0,0,0.173913043478261,1.73913043478261,22,19,0,0,21384.962712014967,0
pollein,2025-02-01,GAMM,415201.99999999977,389304.1500792664,429438.47732685035,404271.030605435,456548.4768048427,NA,NA,2626.000000000001,4207.78741968473,1.602356214655266,429438.47732685035,456548.4768048427,27109.999477992416,6.312894840431049,pollein,Pollein,7049,0.0434782608695652,0,0,0.173913043478261,1.73913043478261,22,19,0,0,27109.999477992416,0
pollein,2025-03-01,GAMM,418980.0000000002,393923.2717851576,429883.65470559546,406412.2677090898,452087.5032336174,NA,NA,2750.0000000000005,4062.02221949347,1.477098988906716,429883.65470559546,452087.5032336174,22203.848528021947,5.165083223093969,pollein,Pollein,7049,0.0434782608695652,0,0,0.173913043478261,1.73913043478261,22,19,0,0,22203.848528021947,0
pollein,2025-04-01,GAMM,381937.9999999997,373653.09755562694,405457.204896759,387430.28099170246,429811.76360141864,NA,NA,2679.9999999999995,4213.68361192959,1.57227000445134,405457.204896759,429811.76360141864,24354.558704659634,6.0066903265070914,pollein,Pollein,7049,0.0434782608695652,0,0,0.173913043478261,1.73913043478261,22,19,0,0,24354.558704659634,0
pollein,2025-05-01,GAMM,389721.0000000002,365965.0711209308,408027.7601689357,375375.027084305,423021.6883451727,NA,NA,3534.000000000002,4853.50811702844,1.3733752453391166,408027.7601689357,423021.6883451727,14993.928176237036,3.6747323687067457,pollein,Pollein,7049,0.0434782608695652,0,0,0.173913043478261,1.73913043478261,22,19,0,0,14993.928176237036,0
