comune_key,date,assigned_model,actual_kwh,pred_kwh_mixed_actual,pred_kwh_gamm_actual,pred_kwh_mixed_q95,pred_kwh_gamm_q95,pred_kwh_prophet_actual,pred_kwh_prophet_q95,arrivals_actual,arrivals_q95,arrivals_multiplier_q95,load_actual_assigned,load_q95_assigned,delta_kwh_q95_minus_actual,delta_pct_q95_minus_actual,comune_key_norm,comune_nome,istat_muni_code,risk_score,p_energy_given_tourism_upper_95,lift_upper_95,p_energy_given_tourism_upper_90,lift_upper_90,tourism_intensity_rank,risk_rank,scenario_tail_impact_kwh,scenario_tail_impact_weighted,abs_shock_kwh,abs_tail_impact_kwh
chamois,2025-05-01,Prophet,83686.00000000004,71279.78798289048,74012.11045986859,72346.58371056548,74612.6448134505,82147.83194098949,83413.16901548703,6.999999999999998,9.37395882452848,1.3391369749326405,82147.83194098949,83413.16901548703,1265.33707449754,1.540317065709651,chamois,Chamois,7016,0.33573519429832,0.25,5,0.3,3,12,6,316.334268624385,106.20454713982485,1265.33707449754,316.334268624385
gressoney saint jean,2025-09-01,Prophet,166728.9999999999,252996.75099152647,267058.4417418044,272515.21313694323,300720.6022497204,249931.827781312,248992.32916363163,2242.9999999999995,5343.72091330117,2.382398980517687,249931.827781312,248992.32916363163,-939.498617680394,-0.37590195135228655,gressoney saint jean,Gressoney-Saint-Jean,7033,0.387119504173636,0.333333333333333,6.66666666666667,0.285714285714286,2.85714285714286,13,1,-313.16620589346434,-121.23274634941671,939.498617680394,313.16620589346434
gressoney saint jean,2025-02-01,Prophet,409118.0000000003,414217.1014139409,468786.8059248951,432629.6054014505,498013.6796016789,410198.7138649179,409295.64357954136,4257.999999999997,7076.43473599739,1.6619151564108487,410198.7138649179,409295.64357954136,-903.0702853765688,-0.22015434345655785,gressoney saint jean,Gressoney-Saint-Jean,7033,0.387119504173636,0.333333333333333,6.66666666666667,0.285714285714286,2.85714285714286,13,1,-301.02342845885596,-116.53204036964031,903.0702853765688,301.02342845885596
chamois,2025-06-01,Prophet,70105.00000000004,62318.68966651201,66523.64717804805,63399.017369615955,68158.29386518465,67001.11711332509,68196.56202331847,162,219.168116062127,1.3528896053217716,67001.11711332509,68196.56202331847,1195.4449099933845,1.7842163854841608,chamois,Chamois,7016,0.33573519429832,0.25,5,0.3,3,12,6,298.8612274983461,100.33823228239164,1195.4449099933845,298.8612274983461
chamois,2025-04-01,Prophet,97579,93176.25004739276,104326.84587069042,94194.3661010088,104970.34193475486,99865.58380388764,100988.580452921,3.999999999999999,5.04684999953206,1.2617124998830151,99865.58380388764,100988.580452921,1122.9966490333318,1.1245081701406034,chamois,Chamois,7016,0.33573519429832,0.25,5,0.3,3,12,6,280.74916225833294,94.25737453989198,1122.9966490333318,280.74916225833294
gressoney saint jean,2025-08-01,Prophet,355790.99999999994,349503.3117024448,387403.2753249767,364298.3795096081,408685.4636938756,392529.3942351397,391705.5469073434,5074.999999999995,8236.34087658221,1.6229243106565945,392529.3942351397,391705.5469073434,-823.8473277963349,-0.20988169036401105,gressoney saint jean,Gressoney-Saint-Jean,7033,0.387119504173636,0.333333333333333,6.66666666666667,0.285714285714286,2.85714285714286,13,1,-274.6157759321113,-106.30912301709725,823.8473277963349,274.6157759321113
gressoney saint jean,2025-07-01,Prophet,337306.9999999998,311910.0812194355,354947.08403703326,324122.6626180614,373403.43435574026,354803.24667183793,354113.36361448455,4918.000000000001,7701.97044126632,1.5660777635759089,354803.24667183793,354113.36361448455,-689.8830573533778,-0.1944410215590442,gressoney saint jean,Gressoney-Saint-Jean,7033,0.387119504173636,0.333333333333333,6.66666666666667,0.285714285714286,2.85714285714286,13,1,-229.96101911779235,-89.0223957001438,689.8830573533778,229.96101911779235
bard,2025-06-01,GAMM,122603.00000000007,105908.49687680336,114466.01954035363,106640.48992559376,116625.00994384338,NA,NA,757,920.112045441221,1.2154716584428282,114466.01954035363,116625.00994384338,2158.9904034897336,1.8861408933055437,bard,Bard,7009,0.190864585100967,0.1,2,0.112676056338028,1.12676056338028,10,14,215.89904034897336,41.20748075990373,2158.9904034897336,215.89904034897336
gressoney saint jean,2025-03-01,Prophet,350349.99999999977,384485.9597895535,423772.04167814984,397015.3130356035,446529.2666307105,392710.7946335672,392073.1401633591,2781.0000000000005,4044.64559526805,1.45438532731681,392710.7946335672,392073.1401633591,-637.6544702080428,-0.16237253442524802,gressoney saint jean,Gressoney-Saint-Jean,7033,0.387119504173636,0.333333333333333,6.66666666666667,0.285714285714286,2.85714285714286,13,1,-212.55149006934735,-82.28282744701326,637.6544702080428,212.55149006934735
gressoney saint jean,2025-01-01,Prophet,561431.9999999998,498253.3722227504,552004.187428835,509815.25504429307,571641.5763291831,485128.8227467853,484565.19620343886,3834.999999999998,5013.38043148106,1.3072699951710722,485128.8227467853,484565.19620343886,-563.6265433464432,-0.11618079918550572,gressoney saint jean,Gressoney-Saint-Jean,7033,0.387119504173636,0.333333333333333,6.66666666666667,0.285714285714286,2.85714285714286,13,1,-187.87551444881422,-72.73027599979174,563.6265433464432,187.87551444881422
pre saint didier,2025-06-01,Prophet,216715.00000000015,202425.78314760068,219192.8153322955,205020.79033191391,223223.9119066995,214729.82395614943,219722.36072077023,3994.999999999998,4746.35635135832,1.188074180565287,214729.82395614943,219722.36072077023,4992.536764620832,2.325031834255298,pre saint didier,Pré-Saint-Didier,7053,0.129679479311003,0.037037037037037,0.740740740740741,0.0408163265306122,0.408163265306122,7,17,184.90876906003064,23.978872891743272,4992.536764620832,184.90876906003064
gressoney saint jean,2025-04-01,Prophet,230126.00000000015,287297.0233706038,306812.95789618965,295935.3300549588,321343.50845631526,272126.42791512405,271718.2092350262,1432.0000000000002,2024.28391070535,1.4136060828947974,272126.42791512405,271718.2092350262,-408.21868009783793,-0.15001067085816944,gressoney saint jean,Gressoney-Saint-Jean,7033,0.387119504173636,0.333333333333333,6.66666666666667,0.285714285714286,2.85714285714286,13,1,-136.07289336594584,-52.676471011297,408.21868009783793,136.07289336594584
valsavarenche,2025-08-01,Prophet,97905,81750.28982772371,90086.800210216,84270.29708482028,96141.20979935222,91539.36657802192,94530.11827769848,8115.999999999997,16245.1798130367,2.0016239296496683,91539.36657802192,94530.11827769848,2990.751699676548,3.2671754366220496,valsavarenche,Valsavarenche,7070,0.16520575067686,0.0416666666666667,0.833333333333333,0.162162162162162,1.62162162162162,2,16,124.61465415318959,20.587057484714975,2990.751699676548,124.61465415318959
valsavarenche,2025-09-01,Prophet,42267.00000000003,55954.22831049535,56530.34632292713,58417.92736896449,62681.858117784024,54287.82893425405,56822.27434164217,1994.000000000001,5340.23956377911,2.6781542446234243,54287.82893425405,56822.27434164217,2534.4454073881207,4.668533365844296,valsavarenche,Valsavarenche,7070,0.16520575067686,0.0416666666666667,0.833333333333333,0.162162162162162,1.62162162162162,2,16,105.60189197450511,17.446039836544795,2534.4454073881207,105.60189197450511
gressoney saint jean,2025-05-01,Prophet,192295.00000000012,237032.11269042583,246540.29269593855,243252.60057016276,256519.0619831802,230471.8608726824,230169.50935677887,1378.9999999999995,1866.47574737001,1.3534994542204573,230471.8608726824,230169.50935677887,-302.351515903516,-0.1311880395110543,gressoney saint jean,Gressoney-Saint-Jean,7033,0.387119504173636,0.333333333333333,6.66666666666667,0.285714285714286,2.85714285714286,13,1,-100.78383863450522,-39.0153896409054,302.351515903516,100.78383863450522
valsavarenche,2025-07-01,Prophet,79281.99999999996,73151.46835486771,79408.72528910975,75107.40153989138,84112.4978988688,78773.90210578087,81006.04550654328,7656.000000000002,13994.0968696062,1.827860092686285,78773.90210578087,81006.04550654328,2232.143400762405,2.833607757255674,valsavarenche,Valsavarenche,7070,0.16520575067686,0.0416666666666667,0.833333333333333,0.162162162162162,1.62162162162162,2,16,93.00597503176694,15.365121922556355,2232.143400762405,93.00597503176694
gressoney saint jean,2025-06-01,Prophet,279640.0000000002,245785.4379008464,279075.1269272478,250189.9455123594,287182.4269154716,242955.1349321838,242736.5558651046,3235.9999999999977,3982.08706906275,1.2305584267808258,242955.1349321838,242736.5558651046,-218.57906707920483,-0.08996684393610677,gressoney saint jean,Gressoney-Saint-Jean,7033,0.387119504173636,0.333333333333333,6.66666666666667,0.285714285714286,2.85714285714286,13,1,-72.85968902640154,-28.20540669014587,218.57906707920483,72.85968902640154
valsavarenche,2025-04-01,Prophet,37745,59159.404487644446,60887.80713576197,60343.622907076846,63793.93933450764,51608.86334346911,52703.46944111723,1518.0000000000005,2388.39580577692,1.5733832712627926,51608.86334346911,52703.46944111723,1094.606097648124,2.1209653279191,valsavarenche,Valsavarenche,7070,0.16520575067686,0.0416666666666667,0.833333333333333,0.162162162162162,1.62162162162162,2,16,45.6085874020052,7.534800919059449,1094.606097648124,45.6085874020052
valsavarenche,2025-06-01,Prophet,56329.999999999985,59650.00657192099,62048.96151994331,60726.601376533414,64744.753195640216,54929.2453456198,55979.623382498314,4160.000000000004,6261.53102378629,1.505175726871703,54929.2453456198,55979.623382498314,1050.3780368785156,1.9122382444350716,valsavarenche,Valsavarenche,7070,0.16520575067686,0.0416666666666667,0.833333333333333,0.162162162162162,1.62162162162162,2,16,43.765751536604846,7.230353836541743,1050.3780368785156,43.765751536604846
valsavarenche,2025-02-01,Prophet,44418.00000000002,50578.52040681091,52630.33387924062,51290.376233571005,53248.1176743584,55914.5451122796,56748.224682188906,207.99999999999997,286.655782206095,1.3781527990677649,55914.5451122796,56748.224682188906,833.6795699093054,1.4909887368934616,valsavarenche,Valsavarenche,7070,0.16520575067686,0.0416666666666667,0.833333333333333,0.162162162162162,1.62162162162162,2,16,34.736648746221086,5.738694132117862,833.6795699093054,34.736648746221086
valsavarenche,2025-05-01,Prophet,38927,48268.83037281176,46375.93703830955,49042.34991264061,48044.40426103376,42664.364531595114,43388.708684782854,1058,1522.00302252125,1.438566183857514,42664.364531595114,43388.708684782854,724.3441531877397,1.6977732145789348,valsavarenche,Valsavarenche,7070,0.16520575067686,0.0416666666666667,0.833333333333333,0.162162162162162,1.62162162162162,2,16,30.181006382822513,4.986075815657296,724.3441531877397,30.181006382822513
valsavarenche,2025-03-01,Prophet,46607,54486.59150173257,56769.87290203854,55031.20007009606,57665.459654702354,54314.98950661627,54890.047997525355,475.00000000000017,596.485472296819,1.2557588890459344,54314.98950661627,54890.047997525355,575.058490909083,1.0587473110696966,valsavarenche,Valsavarenche,7070,0.16520575067686,0.0416666666666667,0.833333333333333,0.162162162162162,1.62162162162162,2,16,23.960770454545145,3.9584570697390586,575.058490909083,23.960770454545145
valsavarenche,2025-01-01,Prophet,53677.00000000002,58240.63839444668,61666.65410212737,58534.0143636794,61855.17367779499,59581.52851239381,59899.3946101085,148.99999999999997,167.254243508299,1.1225117013979802,59581.52851239381,59899.3946101085,317.86609771469375,0.5334977226181259,valsavarenche,Valsavarenche,7070,0.16520575067686,0.0416666666666667,0.833333333333333,0.162162162162162,1.62162162162162,2,16,13.24442073811225,2.1880544703200067,317.86609771469375,13.24442073811225
antey saint andre,2025-01-01,Prophet,213290.00000000003,195522.69871417855,213906.00533558676,196927.70523414423,218630.34228941955,192816.9520335556,194807.0960292746,1973.000000000001,2530.96448008838,1.282800040592184,192816.9520335556,194807.0960292746,1990.1439957190016,1.0321416113727722,antey saint andre,Antey-Saint-André,7002,0.00490196078431373,0,0,0.0196078431372549,0.196078431372549,14,21,0,0,1990.1439957190016,0
antey saint andre,2025-02-01,Prophet,172499.00000000003,173484.19168795462,185936.45376776223,175867.24150571728,194404.07385681343,167105.7573225857,170407.44884042675,2220,3567.94689613018,1.607183286545126,167105.7573225857,170407.44884042675,3301.691517841042,1.9758095536273943,antey saint andre,Antey-Saint-André,7002,0.00490196078431373,0,0,0.0196078431372549,0.196078431372549,14,21,0,0,3301.691517841042,0
antey saint andre,2025-03-01,Prophet,175482.99999999988,177129.40823866424,183124.2491610121,179099.83683858698,189327.82697433984,178196.45564345847,181046.13775461257,1789.0000000000002,2628.59031486832,1.469307051351772,178196.45564345847,181046.13775461257,2849.6821111540776,1.5991800178426718,antey saint andre,Antey-Saint-André,7002,0.00490196078431373,0,0,0.0196078431372549,0.196078431372549,14,21,0,0,2849.6821111540776,0
antey saint andre,2025-04-01,Prophet,152913.99999999997,165925.50462872468,170198.1297051171,167828.4855286743,175304.25891278114,158472.95586877715,161085.93640255867,1299,1931.52044527166,1.4869287492468517,158472.95586877715,161085.93640255867,2612.9805337815196,1.6488494957746624,antey saint andre,Antey-Saint-André,7002,0.00490196078431373,0,0,0.0196078431372549,0.196078431372549,14,21,0,0,2612.9805337815196,0
antey saint andre,2025-05-01,Prophet,136377.9999999999,150541.8945174754,150986.4563849038,151895.08331364894,152709.45776975647,148781.64778269763,150703.31264635778,558.9999999999999,763.365910067825,1.3655919679209751,148781.64778269763,150703.31264635778,1921.6648636601456,1.291600739942611,antey saint andre,Antey-Saint-André,7002,0.00490196078431373,0,0,0.0196078431372549,0.196078431372549,14,21,0,0,1921.6648636601456,0
antey saint andre,2025-06-01,Prophet,143033,150781.2706100948,162182.1486416945,151512.5166209711,164509.4865539364,146588.31861305647,147608.91545339406,1879.0000000000005,2223.36262014417,1.1832690900181848,146588.31861305647,147608.91545339406,1020.5968403375882,0.6962334038577822,antey saint andre,Antey-Saint-André,7002,0.00490196078431373,0,0,0.0196078431372549,0.196078431372549,14,21,0,0,1020.5968403375882,0
antey saint andre,2025-07-01,Prophet,180262.99999999997,170645.58596494453,179847.25474470208,172891.0365385044,188030.478961282,178139.69593881193,181510.91343508667,2840.000000000001,4474.62537105937,1.5755723137532989,178139.69593881193,181510.91343508667,3371.2174962747376,1.8924571968690795,antey saint andre,Antey-Saint-André,7002,0.00490196078431373,0,0,0.0196078431372549,0.196078431372549,14,21,0,0,3371.2174962747376,0
antey saint andre,2025-08-01,Prophet,201908.0000000001,184612.47391983087,200307.34362842227,187434.7252972617,211035.1717793935,198883.37443214227,203258.08870236232,3166.999999999998,5367.59226285289,1.6948507302977245,198883.37443214227,203258.08870236232,4374.714270220051,2.199637995237591,antey saint andre,Antey-Saint-André,7002,0.00490196078431373,0,0,0.0196078431372549,0.196078431372549,14,21,0,0,4374.714270220051,0
antey saint andre,2025-09-01,Prophet,98545.99999999996,143554.95581792545,145457.46498332944,147046.16896161795,154889.21219506024,143468.8960265641,148498.96796132455,1073.0000000000005,2475.32592211801,2.3069207102684146,143468.8960265641,148498.96796132455,5030.071934760461,3.506036551524816,antey saint andre,Antey-Saint-André,7002,0.00490196078431373,0,0,0.0196078431372549,0.196078431372549,14,21,0,0,5030.071934760461,0
aosta,2025-01-01,Mixed,7532267.999999998,7392196.564491089,8328088.778172056,7344054.172355436,8369266.497540005,NA,NA,11668.99999999999,15575.9911757842,1.334817994325496,7392196.564491089,7344054.172355436,-48142.392135653645,-0.6512596319057429,aosta,Aosta,7003,0,0,NA,NA,NA,47,30,-0,-0,48142.392135653645,0
aosta,2025-02-01,Mixed,6521734,6616963.540379327,7214335.685218471,6543247.827695297,7295354.372367217,NA,NA,11319.999999999993,18573.4433727849,1.6407635488325891,6616963.540379327,6543247.827695297,-73715.71268402971,-1.1140413912542724,aosta,Aosta,7003,0,0,NA,NA,NA,47,30,-0,-0,73715.71268402971,0
aosta,2025-03-01,Mixed,6832553.000000005,6969639.315954223,7420935.008020214,6909427.047091183,7451184.877176926,NA,NA,10126.000000000004,14859.1769845633,1.467428104341625,6969639.315954223,6909427.047091183,-60212.26886304002,-0.8639223083640513,aosta,Aosta,7003,0,0,NA,NA,NA,47,30,-0,-0,60212.26886304002,0
aosta,2025-04-01,Mixed,6384206.999999995,6848069.062798956,7207622.028177615,6780237.951333105,7252764.358090424,NA,NA,10393.999999999996,16138.6228574605,1.5526864400096696,6848069.062798956,6780237.951333105,-67831.11146585178,-0.9905144186458824,aosta,Aosta,7003,0,0,NA,NA,NA,47,30,-0,-0,67831.11146585178,0
aosta,2025-05-01,Mixed,6734999.999999997,6589356.710962714,7039523.2305217,6542242.404615447,7083193.777221641,NA,NA,11917.99999999999,16366.1217925301,1.37322720192399,6589356.710962714,6542242.404615447,-47114.30634726677,-0.7150061593855228,aosta,Aosta,7003,0,0,NA,NA,NA,47,30,-0,-0,47114.30634726677,0
aosta,2025-06-01,Mixed,6925505.000000002,6712365.31091562,7199227.715439747,6684781.515958793,7230400.949300528,NA,NA,13593.99999999999,16307.6591354252,1.199621828411447,6712365.31091562,6684781.515958793,-27583.794956826605,-0.41094001412542713,aosta,Aosta,7003,0,0,NA,NA,NA,47,30,-0,-0,27583.794956826605,0
aosta,2025-07-01,Mixed,7261646.999999994,7125863.032065279,7244919.536674431,7059419.625667489,7422910.180961556,NA,NA,19234.00000000001,29099.6886771611,1.5129296390330187,7125863.032065279,7059419.625667489,-66443.40639778972,-0.9324260948997298,aosta,Aosta,7003,0,0,NA,NA,NA,47,30,-0,-0,66443.40639778972,0
aosta,2025-08-01,Mixed,6916281.000000003,7241788.637977958,7508918.774738396,7156541.872416871,7755116.130626809,NA,NA,20106.00000000002,33932.760106266804,1.687693231188042,7241788.637977958,7156541.872416871,-85246.76556108706,-1.1771506988484726,aosta,Aosta,7003,0,0,NA,NA,NA,47,30,-0,-0,85246.76556108706,0
aosta,2025-09-01,Mixed,5314565.999999999,6347999.911555154,6705145.2864892855,6226006.021467576,6975311.067037185,NA,NA,13117.000000000002,30925.1396496147,2.357638152749462,6347999.911555154,6226006.021467576,-121993.89008757845,-1.921768931746759,aosta,Aosta,7003,0,0,NA,NA,NA,47,30,-0,-0,121993.89008757845,0
arnad,2025-01-01,Mixed,365937.0000000001,346678.66786319826,466636.0253648759,354793.73214054015,479584.5973958819,NA,NA,213.99999999999991,276.512834989285,1.2921160513517995,346678.66786319826,354793.73214054015,8115.06427734188,2.340802890284599,arnad,Arnad,7004,0,0,NA,NA,NA,52,54,0,0,8115.06427734188,0
arnad,2025-02-01,Mixed,340555.9999999999,325816.2689651044,430534.7071687156,340180.26241893385,445402.6263793469,NA,NA,249.9999999999999,402.968048197828,1.6118721927913129,325816.2689651044,340180.26241893385,14363.993453829433,4.408617623501132,arnad,Arnad,7004,0,0,NA,NA,NA,52,54,0,0,14363.993453829433,0
arnad,2025-03-01,Mixed,348882.99999999994,322136.3533149467,418781.3188969923,333392.4084568937,438723.6814684966,NA,NA,179,261.90854741128,1.4631762425211172,322136.3533149467,333392.4084568937,11256.055141947,3.494189657924806,arnad,Arnad,7004,0,0,NA,NA,NA,52,54,0,0,11256.055141947,0
arnad,2025-04-01,Mixed,310877.0000000002,300972.851182886,406392.2234108272,312190.89759536955,419577.9367044862,NA,NA,244.0000000000001,365.83819739202397,1.4993368745574749,300972.851182886,312190.89759536955,11218.046412483556,3.7272619003323015,arnad,Arnad,7004,0,0,NA,NA,NA,52,54,0,0,11218.046412483556,0
arnad,2025-05-01,Mixed,308228.00000000023,301947.6997329626,409106.1027927351,311078.9647549625,411572.2222397725,NA,NA,477.99999999999983,664.364510166985,1.3898839124832327,301947.6997329626,311078.9647549625,9131.26502199989,3.024121405818092,arnad,Arnad,7004,0,0,NA,NA,NA,52,54,0,0,9131.26502199989,0
arnad,2025-06-01,Mixed,317989.00000000006,284957.57527996413,393140.8911905852,290652.23887173436,395167.7004949008,NA,NA,452.0000000000001,562.494025763777,1.2444558092118958,284957.57527996413,290652.23887173436,5694.663591770222,1.9984250589496932,arnad,Arnad,7004,0,0,NA,NA,NA,52,54,0,0,5694.663591770222,0
arnad,2025-07-01,Mixed,353837.00000000006,315881.9915653445,396217.0547037799,329419.4599265832,399000.1288352321,NA,NA,550.0000000000002,874.341699236222,1.5897121804294938,315881.9915653445,329419.4599265832,13537.468361238716,4.285609411968738,arnad,Arnad,7004,0,0,NA,NA,NA,52,54,0,0,13537.468361238716,0
arnad,2025-08-01,Mixed,298876.0000000001,301143.9881594122,377818.6821984335,316749.27909890184,383401.14410549897,NA,NA,742,1296.2275527378,1.7469374026115905,301143.9881594122,316749.27909890184,15605.290939489612,5.1820031456941695,arnad,Arnad,7004,0,0,NA,NA,NA,52,54,0,0,15605.290939489612,0
arnad,2025-09-01,Mixed,282415.0000000002,281901.2577257148,376914.2357983313,305617.6011778265,384902.0946291335,NA,NA,364.9999999999999,891.173987554671,2.4415725686429353,281901.2577257148,305617.6011778265,23716.3434521117,8.412996679563346,arnad,Arnad,7004,0,0,NA,NA,NA,52,54,0,0,23716.3434521117,0
arvier,2025-01-01,Mixed,170063.99999999985,154350.3628111682,169247.57755003407,154778.50026244303,171226.50347515367,NA,NA,719.0000000000001,871.249441578067,1.211751657271303,154350.3628111682,154778.50026244303,428.1374512748443,0.27738026881001243,arvier,Arvier,7005,0,0,NA,0,0,26,68,0,0,428.1374512748443,0
arvier,2025-02-01,Mixed,142596.0000000001,133254.5398028755,145668.54709469766,134093.8664899481,150435.42855634916,NA,NA,880.0000000000003,1359.87350840812,1.5453108050092266,133254.5398028755,134093.8664899481,839.3266870726075,0.6298672362789581,arvier,Arvier,7005,0,0,NA,0,0,26,68,0,0,839.3266870726075,0
arvier,2025-03-01,Mixed,140435.99999999997,134759.81392694564,142821.22814711442,135338.46343068194,144934.16470365418,NA,NA,479.99999999999994,646.158904403223,1.3461643841733817,134759.81392694564,135338.46343068194,578.6495037362911,0.4293932195913897,arvier,Arvier,7005,0,0,NA,0,0,26,68,0,0,578.6495037362911,0
arvier,2025-04-01,Mixed,124588.99999999996,123976.03990703396,129879.16634598772,124667.44617409236,131983.81352826662,NA,NA,298.0000000000001,438.47525106666,1.4713934599552343,123976.03990703396,124667.44617409236,691.4062670584099,0.557693460427422,arvier,Arvier,7005,0,0,NA,0,0,26,68,0,0,691.4062670584099,0
arvier,2025-05-01,Mixed,114012.00000000004,113333.50857346956,119277.93152734917,113849.0631047442,120971.10058384754,NA,NA,381.00000000000006,522.078253934619,1.370284131061992,113333.50857346956,113849.0631047442,515.5545312746544,0.4549003536235219,arvier,Arvier,7005,0,0,NA,0,0,26,68,0,0,515.5545312746544,0
arvier,2025-06-01,Mixed,112558,111680.76458871088,117428.52286385148,112169.23963094116,119825.18345813022,NA,NA,794.0000000000001,1074.53863781682,1.353323221431763,111680.76458871088,112169.23963094116,488.47504223028955,0.4373851164336085,arvier,Arvier,7005,0,0,NA,0,0,26,68,0,0,488.47504223028955,0
arvier,2025-07-01,Mixed,130991,124542.3350703634,136745.0670162889,125458.27371046352,143747.886472226,NA,NA,2537.9999999999995,4216.37102348918,1.6612966995623248,124542.3350703634,125458.27371046352,915.9386401001392,0.7354436060498237,arvier,Arvier,7005,0,0,NA,0,0,26,68,0,0,915.9386401001392,0
arvier,2025-08-01,Mixed,139053.0000000001,133461.79876027847,145426.59831633183,134572.72195945212,153908.27092757015,NA,NA,2187.0000000000005,3883.69588817511,1.7758097339620984,133461.79876027847,134572.72195945212,1110.9231991736451,0.8323903989703174,arvier,Arvier,7005,0,0,NA,0,0,26,68,0,0,1110.9231991736451,0
arvier,2025-09-01,Mixed,80184.00000000007,113354.64802387085,118502.5555765188,114784.52144779629,124667.66712327322,NA,NA,470,1121.08347502036,2.3852839894050213,113354.64802387085,114784.52144779629,1429.8734239254409,1.2614157856361885,arvier,Arvier,7005,0,0,NA,0,0,26,68,0,0,1429.8734239254409,0
aymavilles,2025-01-01,Mixed,356463.00000000006,332310.6052334255,363293.08524659835,334324.4865876668,369038.8194196568,NA,NA,578.0000000000002,728.560212671004,1.260484797008657,332310.6052334255,334324.4865876668,2013.881354241283,0.6060237989776729,aymavilles,Aymavilles,7008,0,0,NA,NA,NA,54,52,0,0,2013.881354241283,0
aymavilles,2025-02-01,Mixed,298317.9999999999,290608.07418698224,313185.79947225325,294180.4238970258,323439.61906561657,NA,NA,543.9999999999999,868.731331694517,1.5969325950266862,290608.07418698224,294180.4238970258,3572.349710043578,1.2292671908850972,aymavilles,Aymavilles,7008,0,0,NA,NA,NA,54,52,0,0,3572.349710043578,0
aymavilles,2025-03-01,Mixed,296562.0000000002,290307.4540887388,313145.72685870324,292922.46338672907,320130.38941763825,NA,NA,458.00000000000006,645.843738292437,1.4101391665773733,290307.4540887388,292922.46338672907,2615.00929799024,0.9007723574300242,aymavilles,Aymavilles,7008,0,0,NA,NA,NA,54,52,0,0,2615.00929799024,0
aymavilles,2025-04-01,Mixed,260953.0000000001,266546.8166331516,287298.2265459779,269245.9323941097,293463.14737361786,NA,NA,292.99999999999994,431.256091438124,1.4718637933041776,266546.8166331516,269245.9323941097,2699.1157609581132,1.0126235214704904,aymavilles,Aymavilles,7008,0,0,NA,NA,NA,54,52,0,0,2699.1157609581132,0
aymavilles,2025-05-01,Mixed,244220.99999999985,245878.47303677956,268579.44142013916,247875.13260073448,273665.6588976693,NA,NA,392,534.505565340093,1.3635346054594208,245878.47303677956,247875.13260073448,1996.6595639549196,0.8120513924194883,aymavilles,Aymavilles,7008,0,0,NA,NA,NA,54,52,0,0,1996.6595639549196,0
aymavilles,2025-06-01,Mixed,235351.00000000015,243821.40385605895,259640.68218891128,245407.05552578057,263839.5064352071,NA,NA,488.99999999999983,626.905486737512,1.282015310301661,243821.40385605895,245407.05552578057,1585.6516697215848,0.6503332540311657,aymavilles,Aymavilles,7008,0,0,NA,NA,NA,54,52,0,0,1585.6516697215848,0
aymavilles,2025-07-01,Mixed,262995.00000000006,271756.1278808896,284069.51711987675,275053.76236410014,294605.2957200974,NA,NA,1083.0000000000002,1718.57940787708,1.5868692593509508,271756.1278808896,275053.76236410014,3297.634483210568,1.2134535875694796,aymavilles,Aymavilles,7008,0,0,NA,NA,NA,54,52,0,0,3297.634483210568,0
aymavilles,2025-08-01,Mixed,273813.00000000023,270222.59883290675,294899.5478370411,273993.6505793172,307942.6838532512,NA,NA,1512.9999999999998,2571.65064799369,1.6997030059442766,270222.59883290675,273993.6505793172,3771.051746410434,1.395535296713768,aymavilles,Aymavilles,7008,0,0,NA,NA,NA,54,52,0,0,3771.051746410434,0
aymavilles,2025-09-01,Mixed,165721.99999999994,239253.25185979088,255108.17942319924,244712.57549520087,269747.84030541184,NA,NA,361.9999999999999,859.504330903929,2.3743213560882026,239253.25185979088,244712.57549520087,5459.323635409994,2.28181794519946,aymavilles,Aymavilles,7008,0,0,NA,NA,NA,54,52,0,0,5459.323635409994,0
brissogne,2025-01-01,Mixed,564940.0000000005,546994.950594989,545730.4310493353,546894.4421933924,548209.084865326,NA,NA,42,55.4803182508722,1.3209599583541,546994.950594989,546894.4421933924,-100.50840159656946,-0.01837464888611029,brissogne,Brissogne,7011,0,0,NA,NA,NA,70,43,-0,-0,100.50840159656946,0
brissogne,2025-02-01,Mixed,501554.99999999977,482116.90156987583,472634.4489814183,481958.8783184531,476374.5935905882,NA,NA,39,64.0623734332939,1.642624959828049,482116.90156987583,481958.8783184531,-158.02325142273912,-0.03277695739523079,brissogne,Brissogne,7011,0,0,NA,NA,NA,70,43,-0,-0,158.02325142273912,0
brissogne,2025-03-01,Mixed,517883.0000000001,496870.4696300873,481546.2695248936,496745.6308280077,485038.8745855084,NA,NA,30,44.0094227185471,1.4669807572849034,496870.4696300873,496745.6308280077,-124.83880207967012,-0.02512501943868761,brissogne,Brissogne,7011,0,0,NA,NA,NA,70,43,-0,-0,124.83880207967012,0
brissogne,2025-04-01,Mixed,472961.0000000004,484820.5420099847,466049.8468271745,484693.4625051435,469897.9435766069,NA,NA,23.999999999999996,35.8881208299763,1.4953383679156795,484820.5420099847,484693.4625051435,-127.07950484124012,-0.02621165850654749,brissogne,Brissogne,7011,0,0,NA,NA,NA,70,43,-0,-0,127.07950484124012,0
