"Codice comune","Comune","Sesso","Popolazione censita al 1° gennaio","Nati vivi","Morti","Saldo naturale","Immigrati da altro comune","Emigrati per altro comune","Saldo migratorio interno","Immigrati dall'estero","Emigrati per l'estero","Saldo migratorio con l'estero","Unità in più/meno dovute a variazioni territoriali","Aggiustamento statistico","Saldo totale","Popolazione censita al 31 dicembre","Numero di famiglie al 31 dicembre","Popolazione censita al 31 dicembre residente in famiglia","Numero medio di componenti per famiglia al 31 dicembre","Numero di convivenze al 31 dicembre","Popolazione censita al 31 dicembre residente in convivenza"
"007013","Challand-Saint-Anselme","Femmine","373","1","6","-5","23","15","8","0","0","0","0","-2","1","374","","371","","","3"
"007013","Challand-Saint-Anselme","Totale","742","3","11","-8","40","27","13","2","0","2","0","-4","3","745","357","742","2.1","1","3"
"007014","Challand-Saint-Victor","Maschi","266","1","4","-3","11","8","3","3","0","3","0","0","3","269","","269","","","0"
"007014","Challand-Saint-Victor","Femmine","281","0","5","-5","12","8","4","2","0","2","0","0","1","282","","282","","","0"
"007014","Challand-Saint-Victor","Totale","547","1","9","-8","23","16","7","5","0","5","0","0","4","551","288","551","1.9","0","0"
"007015","Chambave","Maschi","436","0","5","-5","18","19","-1","5","0","5","0","-1","-2","434","","434","","","0"
"007015","Chambave","Femmine","450","4","6","-2","9","19","-10","3","0","3","0","0","-9","441","","441","","","0"
"007015","Chambave","Totale","886","4","11","-7","27","38","-11","8","0","8","0","-1","-11","875","446","875","2.0","0","0"
"007016","Chamois","Maschi","60","1","1","0","4","6","-2","0","0","0","0","0","-2","58","","58","","","0"
"007016","Chamois","Femmine","49","1","0","1","4","6","-2","1","0","1","0","0","0","49","","49","","","0"
"007016","Chamois","Totale","109","2","1","1","8","12","-4","1","0","1","0","0","-2","107","71","107","1.5","0","0"
"007017","Champdepraz","Maschi","338","3","2","1","19","10","9","0","0","0","0","-2","8","346","","346","","","0"
"007017","Champdepraz","Femmine","379","4","2","2","16","10","6","0","0","0","0","-3","5","384","","384","","","0"
"007017","Champdepraz","Totale","717","7","4","3","35","20","15","0","0","0","0","-5","13","730","364","730","2.0","0","0"
"007018","Champorcher","Maschi","189","2","4","-2","6","10","-4","1","2","-1","0","2","-5","184","","184","","","0"
"007018","Champorcher","Femmine","185","1","1","0","6","9","-3","3","3","0","0","1","-2","183","","183","","","0"
"007018","Champorcher","Totale","374","3","5","-2","12","19","-7","4","5","-1","0","3","-7","367","232","367","1.6","0","0"
"007019","Charvensod","Maschi","1158","9","15","-6","58","44","14","7","2","5","0","1","14","1172","","1171","","","1"
"007019","Charvensod","Femmine","1209","11","9","2","65","46","19","12","2","10","0","0","31","1240","","1238","","","2"
"007019","Charvensod","Totale","2367","20","24","-4","123","90","33","19","4","15","0","1","45","2412","1139","2409","2.1","1","3"
"007020","Châtillon","Maschi","2139","14","30","-16","59","65","-6","17","9","8","0","9","-5","2134","","2090","","","44"
"007020","Châtillon","Femmine","2263","11","44","-33","68","68","0","10","7","3","0","3","-27","2236","","2228","","","8"
"007020","Châtillon","Totale","4402","25","74","-49","127","133","-6","27","16","11","0","12","-32","4370","2138","4318","2.0","7","52"
"007021","Cogne","Maschi","653","0","6","-6","10","5","5","8","5","3","0","-6","-4","649","","643","","","6"
"007021","Cogne","Femmine","662","4","13","-9","18","7","11","4","3","1","0","-2","1","663","","662","","","1"
"007021","Cogne","Totale","1315","4","19","-15","28","12","16","12","8","4","0","-8","-3","1312","707","1305","1.8","1","7"
"007022","Courmayeur","Maschi","1306","7","15","-8","58","58","0","11","8","3","0","2","-3","1303","","1275","","","28"
"007022","Courmayeur","Femmine","1309","8","21","-13","54","46","8","13","8","5","0","-4","-4","1305","","1301","","","4"
"007022","Courmayeur","Totale","2615","15","36","-21","112","104","8","24","16","8","0","-2","-7","2608","1371","2576","1.9","5","32"
"007023","Donnas","Maschi","1164","3","13","-10","34","37","-3","22","5","17","0","-2","2","1166","","1142","","","24"
"007023","Donnas","Femmine","1225","8","9","-1","25","25","0","33","2","31","0","-2","28","1253","","1213","","","40"
"007023","Donnas","Totale","2389","11","22","-11","59","62","-3","55","7","48","0","-4","30","2419","1139","2355","2.1","3","64"
"007024","Doues","Maschi","246","1","2","-1","10","3","7","1","0","1","0","1","8","254","","247","","","7"
"007024","Doues","Femmine","256","5","2","3","6","7","-1","0","0","0","0","-1","1","257","","254","","","3"
"007024","Doues","Totale","502","6","4","2","16","10","6","1","0","1","0","0","9","511","256","501","2.0","1","10"
"007025","Emarèse","Maschi","110","1","1","0","4","1","3","0","0","0","0","1","4","114","","110","","","4"
"007025","Emarèse","Femmine","110","2","0","2","8","8","0","0","0","0","0","3","5","115","","110","","","5"
"007025","Emarèse","Totale","220","3","1","2","12","9","3","0","0","0","0","4","9","229","108","220","2.0","1","9"
"007026","Etroubles","Maschi","251","0","1","-1","12","8","4","1","0","1","0","1","5","256","","256","","","0"
"007026","Etroubles","Femmine","221","0","2","-2","13","10","3","2","2","0","0","0","1","222","","222","","","0"
"007026","Etroubles","Totale","472","0","3","-3","25","18","7","3","2","1","0","1","6","478","252","478","1.9","0","0"
"007027","Fénis","Maschi","872","6","11","-5","24","40","-16","2","1","1","0","0","-20","852","","852","","","0"
"007027","Fénis","Femmine","916","5","13","-8","44","36","8","4","1","3","0","1","4","920","","915","","","5"
"007027","Fénis","Totale","1788","11","24","-13","68","76","-8","6","2","4","0","1","-16","1772","849","1767","2.1","1","5"
"007028","Fontainemore","Maschi","221","1","5","-4","7","8","-1","1","0","1","0","0","-4","217","","217","","","0"
"007028","Fontainemore","Femmine","204","1","2","-1","5","7","-2","1","0","1","0","0","-2","202","","202","","","0"
"007028","Fontainemore","Totale","425","2","7","-5","12","15","-3","2","0","2","0","0","-6","419","228","419","1.8","0","0"
"007029","Gaby","Maschi","219","2","2","0","12","10","2","1","1","0","0","-3","-1","218","","216","","","2"
"007029","Gaby","Femmine","205","0","5","-5","13","10","3","2","1","1","0","-2","-3","202","","200","","","2"
"007029","Gaby","Totale","424","2","7","-5","25","20","5","3","2","1","0","-5","-4","420","230","416","1.8","1","4"
"007030","Gignod","Maschi","849","6","6","0","36","37","-1","2","5","-3","0","2","-2","847","","846","","","1"
"007030","Gignod","Femmine","850","7","13","-6","29","38","-9","2","5","-3","0","0","-18","832","","831","","","1"
"007030","Gignod","Totale","1699","13","19","-6","65","75","-10","4","10","-6","0","2","-20","1679","801","1677","2.1","2","2"
"007031","Gressan","Maschi","1678","8","14","-6","66","85","-19","7","2","5","0","-1","-21","1657","","1651","","","6"
"007031","Gressan","Femmine","1712","11","20","-9","70","76","-6","9","3","6","0","0","-9","1703","","1698","","","5"
"007031","Gressan","Totale","3390","19","34","-15","136","161","-25","16","5","11","0","-1","-30","3360","1612","3349","2.1","1","11"
"007032","Gressoney-La-Trinité","Maschi","157","2","1","1","1","7","-6","1","0","1","0","0","-4","153","","153","","","0"
"007032","Gressoney-La-Trinité","Femmine","175","0","3","-3","2","5","-3","1","0","1","0","0","-5","170","","170","","","0"
"007032","Gressoney-La-Trinité","Totale","332","2","4","-2","3","12","-9","2","0","2","0","0","-9","323","146","323","2.2","0","0"
"007033","Gressoney-Saint-Jean","Maschi","397","7","7","0","4","14","-10","0","0","0","0","-2","-12","385","","379","","","6"
"007033","Gressoney-Saint-Jean","Femmine","402","2","9","-7","3","18","-15","10","1","9","0","0","-13","389","","389","","","0"
"007033","Gressoney-Saint-Jean","Totale","799","9","16","-7","7","32","-25","10","1","9","0","-2","-25","774","384","768","2.0","1","6"
"007034","Hône","Maschi","559","2","16","-14","20","17","3","2","1","1","0","0","-10","549","","543","","","6"
"007034","Hône","Femmine","589","9","9","0","14","12","2","3","2","1","0","-1","2","591","","587","","","4"
"007034","Hône","Totale","1148","11","25","-14","34","29","5","5","3","2","0","-1","-8","1140","562","1130","2.0","2","10"
"007035","Introd","Maschi","331","1","4","-3","10","11","-1","4","0","4","0","-1","-1","330","","327","","","3"
"007035","Introd","Femmine","311","3","3","0","13","8","5","3","1","2","0","0","7","318","","314","","","4"
"007035","Introd","Totale","642","4","7","-3","23","19","4","7","1","6","0","-1","6","648","303","641","2.1","1","7"
"007036","Issime","Maschi","188","2","4","-2","2","9","-7","0","0","0","0","0","-9","179","","179","","","0"
"007036","Issime","Femmine","190","3","2","1","1","4","-3","0","0","0","0","-1","-3","187","","187","","","0"
"007036","Issime","Totale","378","5","6","-1","3","13","-10","0","0","0","0","-1","-12","366","194","366","1.9","0","0"
"007037","Issogne","Maschi","660","3","11","-8","14","18","-4","3","0","3","0","0","-9","651","","651","","","0"
"007037","Issogne","Femmine","663","2","20","-18","16","10","6","0","2","-2","0","1","-13","650","","650","","","0"
"007037","Issogne","Totale","1323","5","31","-26","30","28","2","3","2","1","0","1","-22","1301","662","1301","2.0","0","0"
"007038","Jovençan","Maschi","359","4","2","2","11","23","-12","1","0","1","0","0","-9","350","","350","","","0"
"007038","Jovençan","Femmine","357","1","5","-4","17","16","1","0","0","0","0","0","-3","354","","354","","","0"
"007038","Jovençan","Totale","716","5","7","-2","28","39","-11","1","0","1","0","0","-12","704","334","704","2.1","0","0"
"007039","La Magdeleine","Maschi","64","0","2","-2","0","5","-5","3","0","3","0","0","-4","60","","60","","","0"
"007039","La Magdeleine","Femmine","44","0","0","0","2","4","-2","1","0","1","0","0","-1","43","","43","","","0"
"007039","La Magdeleine","Totale","108","0","2","-2","2","9","-7","4","0","4","0","0","-5","103","61","103","1.7","0","0"
"007040","La Salle","Maschi","1017","6","13","-7","45","52","-7","8","2","6","0","1","-7","1010","","1009","","","1"
"007040","La Salle","Femmine","1004","7","7","0","46","54","-8","17","1","16","0","0","8","1012","","1002","","","10"
"007040","La Salle","Totale","2021","13","20","-7","91","106","-15","25","3","22","0","1","1","2022","1032","2011","1.9","1","11"
"007041","La Thuile","Maschi","414","3","4","-1","8","15","-7","2","0","2","0","0","-6","408","","403","","","5"
"007041","La Thuile","Femmine","402","1","4","-3","5","25","-20","4","1","3","0","-1","-21","381","","381","","","0"
"007041","La Thuile","Totale","816","4","8","-4","13","40","-27","6","1","5","0","-1","-27","789","429","784","1.8","2","5"
"007042","Lillianes","Maschi","207","1","6","-5","4","5","-1","1","1","0","0","0","-6","201","","201","","","0"
"007042","Lillianes","Femmine","225","1","2","-1","3","3","0","0","0","0","0","0","-1","224","","224","","","0"
"007042","Lillianes","Totale","432","2","8","-6","7","8","-1","1","1","0","0","0","-7","425","219","425","1.9","0","0"
"007043","Montjovet","Maschi","891","9","9","0","19","19","0","3","2","1","0","0","1","892","","891","","","1"
"007043","Montjovet","Femmine","875","1","12","-11","17","18","-1","4","2","2","0","0","-10","865","","863","","","2"
"007043","Montjovet","Totale","1766","10","21","-11","36","37","-1","7","4","3","0","0","-9","1757","832","1754","2.1","1","3"
"007044","Morgex","Maschi","1006","4","15","-11","43","34","9","10","7","3","0","-6","-5","1001","","997","","","4"
"007044","Morgex","Femmine","1052","6","9","-3","47","41","6","11","2","9","0","-6","6","1058","","1055","","","3"
"007044","Morgex","Totale","2058","10","24","-14","90","75","15","21","9","12","0","-12","1","2059","989","2052","2.1","2","7"
"007045","Nus","Maschi","1486","14","21","-7","48","47","1","15","4","11","0","3","8","1494","","1488","","","6"
"007045","Nus","Femmine","1502","7","13","-6","46","61","-15","13","2","11","0","3","-7","1495","","1495","","","0"
"007045","Nus","Totale","2988","21","34","-13","94","108","-14","28","6","22","0","6","1","2989","1407","2983","2.1","3","6"
"007046","Ollomont","Maschi","84","2","1","1","4","5","-1","2","0","2","0","0","2","86","","86","","","0"
"007046","Ollomont","Femmine","74","0","0","0","10","2","8","2","0","2","0","0","10","84","","84","","","0"
"007046","Ollomont","Totale","158","2","1","1","14","7","7","4","0","4","0","0","12","170","101","170","1.7","0","0"
"007047","Oyace","Maschi","112","0","1","-1","3","3","0","0","0","0","0","0","-1","111","","111","","","0"
"007047","Oyace","Femmine","97","0","1","-1","1","0","1","0","0","0","0","1","1","98","","98","","","0"
"007047","Oyace","Totale","209","0","2","-2","4","3","1","0","0","0","0","1","0","209","104","209","2.0","0","0"
"007048","Perloz","Maschi","225","1","3","-2","3","4","-1","0","0","0","0","0","-3","222","","222","","","0"
"007048","Perloz","Femmine","233","0","2","-2","7","1","6","2","0","2","0","-2","4","237","","225","","","12"
"007048","Perloz","Totale","458","1","5","-4","10","5","5","2","0","2","0","-2","1","459","232","447","1.9","2","12"
"007049","Pollein","Maschi","744","3","8","-5","22","28","-6","2","1","1","0","0","-10","734","","734","","","0"
"007049","Pollein","Femmine","763","6","10","-4","21","25","-4","0","1","-1","0","-1","-10","753","","753","","","0"
"007049","Pollein","Totale","1507","9","18","-9","43","53","-10","2","2","0","0","-1","-20","1487","660","1487","2.3","0","0"
"007050","Pontboset","Maschi","92","0","1","-1","4","2","2","1","0","1","0","0","2","94","","94","","","0"
"007050","Pontboset","Femmine","79","1","2","-1","3","3","0","0","0","0","0","0","-1","78","","78","","","0"
"007050","Pontboset","Totale","171","1","3","-2","7","5","2","1","0","1","0","0","1","172","93","172","1.8","0","0"
"007051","Pontey","Maschi","403","2","2","0","13","16","-3","1","1","0","0","1","-2","401","","395","","","6"
"007051","Pontey","Femmine","392","2","3","-1","12","16","-4","2","0","2","0","0","-3","389","","381","","","8"
"007051","Pontey","Totale","795","4","5","-1","25","32","-7","3","1","2","0","1","-5","790","362","776","2.1","2","14"
"007052","Pont-Saint-Martin","Maschi","1688","12","23","-11","63","53","10","11","6","5","0","1","5","1693","","1690","","","3"
"007052","Pont-Saint-Martin","Femmine","1865","9","22","-13","51","58","-7","13","12","1","0","2","-17","1848","","1848","","","0"
"007052","Pont-Saint-Martin","Totale","3553","21","45","-24","114","111","3","24","18","6","0","3","-12","3541","1679","3538","2.1","1","3"
"007053","Pré-Saint-Didier","Maschi","515","7","2","5","21","26","-5","5","3","2","0","0","2","517","","517","","","0"
"007053","Pré-Saint-Didier","Femmine","462","3","2","1","19","22","-3","5","1","4","0","0","2","464","","464","","","0"
"007053","Pré-Saint-Didier","Totale","977","10","4","6","40","48","-8","10","4","6","0","0","4","981","493","981","2.0","0","0"
"007054","Quart","Maschi","2051","13","10","3","94","92","2","8","8","0","0","-2","3","2054","","2054","","","0"
"007054","Quart","Femmine","2038","18","18","0","96","84","12","12","4","8","0","-5","15","2053","","2043","","","10"
"007054","Quart","Totale","4089","31","28","3","190","176","14","20","12","8","0","-7","18","4107","1891","4097","2.2","1","10"
"007055","Rhêmes-Notre-Dame","Maschi","44","0","0","0","2","3","-1","0","0","0","0","0","-1","43","","43","","","0"
"007055","Rhêmes-Notre-Dame","Femmine","37","0","0","0","0","0","0","0","1","-1","0","0","-1","36","","36","","","0"
"007055","Rhêmes-Notre-Dame","Totale","81","0","0","0","2","3","-1","0","1","-1","0","0","-2","79","45","79","1.8","0","0"
"007056","Rhêmes-Saint-Georges","Maschi","87","0","1","-1","1","1","0","0","0","0","0","0","-1","86","","86","","","0"
"007056","Rhêmes-Saint-Georges","Femmine","80","0","3","-3","2","2","0","0","0","0","0","0","-3","77","","77","","","0"
"007056","Rhêmes-Saint-Georges","Totale","167","0","4","-4","3","3","0","0","0","0","0","0","-4","163","80","163","2.0","0","0"
"007057","Roisan","Maschi","506","4","2","2","20","18","2","2","3","-1","0","-1","2","508","","507","","","1"
"007057","Roisan","Femmine","499","3","6","-3","25","24","1","3","4","-1","0","-1","-4","495","","488","","","7"
"007057","Roisan","Totale","1005","7","8","-1","45","42","3","5","7","-2","0","-2","-2","1003","449","995","2.2","1","8"
"007058","Saint-Christophe","Maschi","1749","17","18","-1","71","67","4","4","10","-6","0","5","2","1751","","1728","","","23"
"007058","Saint-Christophe","Femmine","1735","10","15","-5","65","63","2","6","9","-3","0","2","-4","1731","","1723","","","8"
"007058","Saint-Christophe","Totale","3484","27","33","-6","136","130","6","10","19","-9","0","7","-2","3482","1617","3451","2.1","3","31"
"007059","Saint-Denis","Maschi","189","1","2","-1","7","9","-2","0","0","0","0","0","-3","186","","186","","","0"
"007059","Saint-Denis","Femmine","182","1","3","-2","6","9","-3","0","1","-1","0","0","-6","176","","176","","","0"
"007059","Saint-Denis","Totale","371","2","5","-3","13","18","-5","0","1","-1","0","0","-9","362","178","362","2.0","0","0"
"007060","Saint-Marcel","Maschi","644","3","4","-1","24","25","-1","3","3","0","0","1","-1","643","","643","","","0"
"007060","Saint-Marcel","Femmine","668","2","5","-3","23","16","7","2","4","-2","0","-5","-3","665","","665","","","0"
"007060","Saint-Marcel","Totale","1312","5","9","-4","47","41","6","5","7","-2","0","-4","-4","1308","594","1308","2.2","0","0"
"007061","Saint-Nicolas","Maschi","170","2","2","0","7","4","3","1","1","0","0","0","3","173","","173","","","0"
"007061","Saint-Nicolas","Femmine","151","1","1","0","5","3","2","1","0","1","0","0","3","154","","154","","","0"
"007061","Saint-Nicolas","Totale","321","3","3","0","12","7","5","2","1","1","0","0","6","327","166","327","2.0","0","0"
"007062","Saint-Oyen","Maschi","89","1","2","-1","3","3","0","1","0","1","0","0","0","89","","89","","","0"
"007062","Saint-Oyen","Femmine","109","1","2","-1","7","4","3","0","0","0","0","0","2","111","","94","","","17"
"007062","Saint-Oyen","Totale","198","2","4","-2","10","7","3","1","0","1","0","0","2","200","94","183","1.9","1","17"
"007063","Saint-Pierre","Maschi","1607","11","18","-7","91","65","26","7","4","3","0","-1","21","1628","","1615","","","13"
"007063","Saint-Pierre","Femmine","1633","16","14","2","75","84","-9","9","7","2","0","4","-1","1632","","1629","","","3"
"007063","Saint-Pierre","Totale","3240","27","32","-5","166","149","17","16","11","5","0","3","20","3260","1561","3244","2.1","3","16"
"007064","Saint-Rhémy-en-Bosses","Maschi","177","1","3","-2","11","9","2","3","0","3","0","1","4","181","","151","","","30"
"007064","Saint-Rhémy-en-Bosses","Femmine","153","1","1","0","3","3","0","0","0","0","0","0","0","153","","153","","","0"
"007064","Saint-Rhémy-en-Bosses","Totale","330","2","4","-2","14","12","2","3","0","3","0","1","4","334","180","304","1.7","3","30"
"007065","Saint-Vincent","Maschi","2163","11","24","-13","87","87","0","35","18","17","0","9","13","2176","","2175","","","1"
"007065","Saint-Vincent","Femmine","2288","13","36","-23","104","87","17","10","13","-3","0","4","-5","2283","","2272","","","11"
"007065","Saint-Vincent","Totale","4451","24","60","-36","191","174","17","45","31","14","0","13","8","4459","2384","4447","1.9","1","12"
"007066","Sarre","Maschi","2302","20","16","4","106","101","5","27","6","21","0","3","33","2335","","2318","","","17"
"007066","Sarre","Femmine","2453","17","26","-9","120","91","29","23","7","16","0","2","38","2491","","2478","","","13"
"007066","Sarre","Totale","4755","37","42","-5","226","192","34","50","13","37","0","5","71","4826","2274","4796","2.1","5","30"
"007067","Torgnon","Maschi","299","1","4","-3","4","7","-3","1","0","1","0","0","-5","294","","294","","","0"
"007067","Torgnon","Femmine","257","1","3","-2","8","3","5","2","0","2","0","0","5","262","","262","","","0"
"007067","Torgnon","Totale","556","2","7","-5","12","10","2","3","0","3","0","0","0","556","287","556","1.9","0","0"
"007068","Valgrisenche","Maschi","111","1","2","-1","2","2","0","0","0","0","0","-1","-2","109","","109","","","0"
"007068","Valgrisenche","Femmine","81","0","1","-1","4","2","2","0","0","0","0","0","1","82","","82","","","0"
"007068","Valgrisenche","Totale","192","1","3","-2","6","4","2","0","0","0","0","-1","-1","191","111","191","1.7","0","0"
"007069","Valpelline","Maschi","314","4","5","-1","10","17","-7","3","0","3","0","-1","-6","308","","306","","","2"
"007069","Valpelline","Femmine","277","1","0","1","15","10","5","4","0","4","0","0","10","287","","287","","","0"
"007069","Valpelline","Totale","591","5","5","0","25","27","-2","7","0","7","0","-1","4","595","302","593","2.0","1","2"
"007070","Valsavarenche","Maschi","87","0","3","-3","2","2","0","0","0","0","0","0","-3","84","","84","","","0"
"007070","Valsavarenche","Femmine","79","1","3","-2","0","0","0","0","0","0","0","0","-2","77","","77","","","0"
"007070","Valsavarenche","Totale","166","1","6","-5","2","2","0","0","0","0","0","0","-5","161","105","161","1.5","0","0"
"007071","Valtournenche","Maschi","1157","9","13","-4","24","35","-11","7","1","6","0","1","-8","1149","","1140","","","9"
"007071","Valtournenche","Femmine","1041","4","11","-7","26","39","-13","11","1","10","0","3","-7","1034","","1030","","","4"
"007071","Valtournenche","Totale","2198","13","24","-11","50","74","-24","18","2","16","0","4","-15","2183","1184","2170","1.8","4","13"
"007072","Verrayes","Maschi","656","6","4","2","20","17","3","1","2","-1","0","0","4","660","","660","","","0"
"007072","Verrayes","Femmine","638","3","7","-4","17","16","1","1","2","-1","0","0","-4","634","","634","","","0"
"007072","Verrayes","Totale","1294","9","11","-2","37","33","4","2","4","-2","0","0","0","1294","630","1294","2.1","0","0"
"007073","Verrès","Maschi","1276","4","20","-16","48","53","-5","14","5","9","0","-10","-22","1254","","1249","","","5"
"007073","Verrès","Femmine","1302","6","20","-14","43","50","-7","14","6","8","0","-2","-15","1287","","1276","","","11"
"007073","Verrès","Totale","2578","10","40","-30","91","103","-12","28","11","17","0","-12","-37","2541","1264","2525","2.0","3","16"
"007074","Villeneuve","Maschi","684","4","8","-4","19","28","-9","22","7","15","0","0","2","686","","665","","","21"
"007074","Villeneuve","Femmine","594","1","11","-10","28","30","-2","2","2","0","0","0","-12","582","","582","","","0"
"007074","Villeneuve","Totale","1278","5","19","-14","47","58","-11","24","9","15","0","0","-10","1268","602","1247","2.1","1","21"
