"Codice comune","Comune","Sesso","Popolazione censita al 1° gennaio","Nati vivi","Morti","Saldo naturale","Immigrati da altro comune","Emigrati per altro comune","Saldo migratorio interno","Immigrati dall'estero","Emigrati per l'estero","Saldo migratorio con l'estero","Unità in più/meno dovute a variazioni territoriali","Aggiustamento statistico","Saldo totale","Popolazione censita al 31 dicembre","Numero di famiglie al 31 dicembre","Popolazione censita al 31 dicembre residente in famiglia","Numero medio di componenti per famiglia al 31 dicembre","Numero di convivenze al 31 dicembre","Popolazione censita al 31 dicembre residente in convivenza"
"007023","Donnas","Totale","2405","8","49","-41","82","69","13","9","12","-3","0","15","-16","2389","1150","2371","2.1","2","18"
"007024","Doues","Maschi","244","3","5","-2","9","5","4","0","0","0","0","0","2","246","","238","","","8"
"007024","Doues","Femmine","253","2","1","1","6","6","0","1","0","1","0","1","3","256","","254","","","2"
"007024","Doues","Totale","497","5","6","-1","15","11","4","1","0","1","0","1","5","502","255","492","1.9","1","10"
"007025","Emarèse","Maschi","112","2","1","1","1","4","-3","0","0","0","0","0","-2","110","","108","","","2"
"007025","Emarèse","Femmine","108","1","1","0","4","2","2","0","0","0","0","0","2","110","","105","","","5"
"007025","Emarèse","Totale","220","3","2","1","5","6","-1","0","0","0","0","0","0","220","106","213","2.0","1","7"
"007026","Etroubles","Maschi","254","1","2","-1","10","13","-3","2","1","1","0","0","-3","251","","251","","","0"
"007026","Etroubles","Femmine","229","2","3","-1","10","17","-7","0","1","-1","0","1","-8","221","","221","","","0"
"007026","Etroubles","Totale","483","3","5","-2","20","30","-10","2","2","0","0","1","-11","472","246","472","1.9","0","0"
"007027","Fénis","Maschi","868","10","7","3","37","33","4","5","6","-1","0","-2","4","872","","872","","","0"
"007027","Fénis","Femmine","910","5","10","-5","43","33","10","6","6","0","0","1","6","916","","910","","","6"
"007027","Fénis","Totale","1778","15","17","-2","80","66","14","11","12","-1","0","-1","10","1788","857","1782","2.1","2","6"
"007028","Fontainemore","Maschi","228","3","4","-1","5","9","-4","1","3","-2","0","0","-7","221","","221","","","0"
"007028","Fontainemore","Femmine","205","0","4","-4","6","4","2","2","1","1","0","0","-1","204","","204","","","0"
"007028","Fontainemore","Totale","433","3","8","-5","11","13","-2","3","4","-1","0","0","-8","425","224","425","1.9","0","0"
"007029","Gaby","Maschi","218","2","3","-1","17","16","1","2","1","1","0","0","1","219","","217","","","2"
"007029","Gaby","Femmine","219","1","7","-6","7","12","-5","1","2","-1","0","-2","-14","205","","203","","","2"
"007029","Gaby","Totale","437","3","10","-7","24","28","-4","3","3","0","0","-2","-13","424","234","420","1.8","1","4"
"007030","Gignod","Maschi","869","6","10","-4","42","55","-13","3","4","-1","0","-2","-20","849","","845","","","4"
"007030","Gignod","Femmine","870","4","9","-5","46","60","-14","7","2","5","0","-6","-20","850","","846","","","4"
"007030","Gignod","Totale","1739","10","19","-9","88","115","-27","10","6","4","0","-8","-40","1699","800","1691","2.1","3","8"
"007031","Gressan","Maschi","1666","13","18","-5","73","55","18","7","4","3","0","-4","12","1678","","1671","","","7"
"007031","Gressan","Femmine","1714","11","17","-6","63","59","4","6","5","1","0","-1","-2","1712","","1706","","","6"
"007031","Gressan","Totale","3380","24","35","-11","136","114","22","13","9","4","0","-5","10","3390","1596","3377","2.1","1","13"
"007032","Gressoney-La-Trinité","Maschi","149","4","0","4","9","6","3","1","0","1","0","0","8","157","","157","","","0"
"007032","Gressoney-La-Trinité","Femmine","173","0","0","0","11","9","2","0","0","0","0","0","2","175","","175","","","0"
"007032","Gressoney-La-Trinité","Totale","322","4","0","4","20","15","5","1","0","1","0","0","10","332","148","332","2.2","0","0"
"007033","Gressoney-Saint-Jean","Maschi","406","0","9","-9","12","13","-1","1","0","1","0","0","-9","397","","391","","","6"
"007033","Gressoney-Saint-Jean","Femmine","398","0","4","-4","12","8","4","4","2","2","0","2","4","402","","401","","","1"
"007033","Gressoney-Saint-Jean","Totale","804","0","13","-13","24","21","3","5","2","3","0","2","-5","799","396","792","2.0","2","7"
"007034","Hône","Maschi","561","5","9","-4","16","14","2","2","2","0","0","0","-2","559","","551","","","8"
"007034","Hône","Femmine","593","6","9","-3","11","18","-7","7","3","4","0","2","-4","589","","585","","","4"
"007034","Hône","Totale","1154","11","18","-7","27","32","-5","9","5","4","0","2","-6","1148","561","1136","2.0","2","12"
"007035","Introd","Maschi","326","1","0","1","13","9","4","1","1","0","0","0","5","331","","329","","","2"
"007035","Introd","Femmine","320","2","6","-4","8","8","0","0","5","-5","0","0","-9","311","","307","","","4"
"007035","Introd","Totale","646","3","6","-3","21","17","4","1","6","-5","0","0","-4","642","304","636","2.1","1","6"
"007036","Issime","Maschi","195","1","3","-2","5","12","-7","2","2","0","0","2","-7","188","","188","","","0"
"007036","Issime","Femmine","198","1","5","-4","8","13","-5","1","0","1","0","0","-8","190","","190","","","0"
"007036","Issime","Totale","393","2","8","-6","13","25","-12","3","2","1","0","2","-15","378","200","378","1.9","0","0"
"007037","Issogne","Maschi","670","3","9","-6","16","22","-6","0","3","-3","0","5","-10","660","","660","","","0"
"007037","Issogne","Femmine","677","4","9","-5","7","19","-12","2","1","1","0","2","-14","663","","663","","","0"
"007037","Issogne","Totale","1347","7","18","-11","23","41","-18","2","4","-2","0","7","-24","1323","667","1323","2.0","0","0"
"007038","Jovençan","Maschi","358","3","4","-1","20","19","1","1","1","0","0","1","1","359","","359","","","0"
"007038","Jovençan","Femmine","354","2","3","-1","22","18","4","1","1","0","0","0","3","357","","357","","","0"
"007038","Jovençan","Totale","712","5","7","-2","42","37","5","2","2","0","0","1","4","716","340","716","2.1","0","0"
"007039","La Magdeleine","Maschi","64","1","0","1","1","2","-1","0","0","0","0","0","0","64","","64","","","0"
"007039","La Magdeleine","Femmine","44","0","0","0","1","1","0","0","0","0","0","0","0","44","","44","","","0"
"007039","La Magdeleine","Totale","108","1","0","1","2","3","-1","0","0","0","0","0","0","108","62","108","1.7","0","0"
"007040","La Salle","Maschi","1018","6","10","-4","43","39","4","5","1","4","0","-5","-1","1017","","1016","","","1"
"007040","La Salle","Femmine","989","8","10","-2","42","31","11","7","1","6","0","0","15","1004","","1002","","","2"
"007040","La Salle","Totale","2007","14","20","-6","85","70","15","12","2","10","0","-5","14","2021","1020","2018","2.0","1","3"
"007041","La Thuile","Maschi","408","3","2","1","19","16","3","0","0","0","0","2","6","414","","409","","","5"
"007041","La Thuile","Femmine","411","3","6","-3","16","20","-4","0","3","-3","0","1","-9","402","","402","","","0"
"007041","La Thuile","Totale","819","6","8","-2","35","36","-1","0","3","-3","0","3","-3","816","432","811","1.9","2","5"
"007042","Lillianes","Maschi","213","1","4","-3","2","6","-4","1","0","1","0","0","-6","207","","207","","","0"
"007042","Lillianes","Femmine","233","0","2","-2","5","11","-6","1","1","0","0","0","-8","225","","225","","","0"
"007042","Lillianes","Totale","446","1","6","-5","7","17","-10","2","1","1","0","0","-14","432","221","432","2.0","0","0"
"007043","Montjovet","Maschi","887","7","7","0","23","25","-2","2","2","0","0","6","4","891","","889","","","2"
"007043","Montjovet","Femmine","862","2","6","-4","33","21","12","0","1","-1","0","6","13","875","","873","","","2"
"007043","Montjovet","Totale","1749","9","13","-4","56","46","10","2","3","-1","0","12","17","1766","829","1762","2.1","2","4"
"007044","Morgex","Maschi","1025","8","7","1","41","55","-14","2","8","-6","0","0","-19","1006","","1001","","","5"
"007044","Morgex","Femmine","1072","8","12","-4","30","53","-23","3","6","-3","0","10","-20","1052","","1050","","","2"
"007044","Morgex","Totale","2097","16","19","-3","71","108","-37","5","14","-9","0","10","-39","2058","984","2051","2.1","2","7"
"007045","Nus","Maschi","1472","9","11","-2","74","64","10","4","3","1","0","5","14","1486","","1482","","","4"
"007045","Nus","Femmine","1512","8","11","-3","70","75","-5","3","2","1","0","-3","-10","1502","","1501","","","1"
"007045","Nus","Totale","2984","17","22","-5","144","139","5","7","5","2","0","2","4","2988","1398","2983","2.1","2","5"
"007046","Ollomont","Maschi","85","1","1","0","2","4","-2","1","0","1","0","0","-1","84","","84","","","0"
"007046","Ollomont","Femmine","76","1","0","1","1","5","-4","1","0","1","0","0","-2","74","","74","","","0"
"007046","Ollomont","Totale","161","2","1","1","3","9","-6","2","0","2","0","0","-3","158","92","158","1.7","0","0"
"007047","Oyace","Maschi","113","0","1","-1","3","4","-1","1","0","1","0","0","-1","112","","112","","","0"
"007047","Oyace","Femmine","96","0","2","-2","6","4","2","1","0","1","0","0","1","97","","97","","","0"
"007047","Oyace","Totale","209","0","3","-3","9","8","1","2","0","2","0","0","0","209","104","209","2.0","0","0"
"007048","Perloz","Maschi","223","1","1","0","5","3","2","2","0","2","0","-2","2","225","","224","","","1"
"007048","Perloz","Femmine","229","0","0","0","11","4","7","1","0","1","0","-4","4","233","","222","","","11"
"007048","Perloz","Totale","452","1","1","0","16","7","9","3","0","3","0","-6","6","458","228","446","2.0","2","12"
"007049","Pollein","Maschi","753","9","8","1","35","43","-8","7","1","6","0","-8","-9","744","","744","","","0"
"007049","Pollein","Femmine","767","5","7","-2","30","31","-1","2","2","0","0","-1","-4","763","","763","","","0"
"007049","Pollein","Totale","1520","14","15","-1","65","74","-9","9","3","6","0","-9","-13","1507","670","1507","2.2","0","0"
"007050","Pontboset","Maschi","93","0","1","-1","2","3","-1","1","0","1","0","0","-1","92","","92","","","0"
"007050","Pontboset","Femmine","77","1","2","-1","4","2","2","0","0","0","0","1","2","79","","79","","","0"
"007050","Pontboset","Totale","170","1","3","-2","6","5","1","1","0","1","0","1","1","171","92","171","1.9","0","0"
"007051","Pontey","Maschi","403","3","5","-2","25","24","1","2","2","0","0","1","0","403","","397","","","6"
"007051","Pontey","Femmine","395","2","6","-4","18","16","2","2","3","-1","0","0","-3","392","","387","","","5"
"007051","Pontey","Totale","798","5","11","-6","43","40","3","4","5","-1","0","1","-3","795","367","784","2.1","1","11"
"007052","Pont-Saint-Martin","Maschi","1702","14","25","-11","53","59","-6","9","9","0","0","3","-14","1688","","1685","","","3"
"007052","Pont-Saint-Martin","Femmine","1869","10","25","-15","63","53","10","5","6","-1","0","2","-4","1865","","1865","","","0"
"007052","Pont-Saint-Martin","Totale","3571","24","50","-26","116","112","4","14","15","-1","0","5","-18","3553","1685","3550","2.1","1","3"
"007053","Pré-Saint-Didier","Maschi","532","3","8","-5","29","40","-11","5","3","2","0","-3","-17","515","","515","","","0"
"007053","Pré-Saint-Didier","Femmine","464","3","6","-3","25","28","-3","5","2","3","0","1","-2","462","","462","","","0"
"007053","Pré-Saint-Didier","Totale","996","6","14","-8","54","68","-14","10","5","5","0","-2","-19","977","491","977","2.0","0","0"
"007054","Quart","Maschi","2063","12","14","-2","79","89","-10","7","4","3","0","-3","-12","2051","","2050","","","1"
"007054","Quart","Femmine","2038","16","23","-7","96","92","4","5","6","-1","0","4","0","2038","","2029","","","9"
"007054","Quart","Totale","4101","28","37","-9","175","181","-6","12","10","2","0","1","-12","4089","1881","4079","2.2","2","10"
"007055","Rhêmes-Notre-Dame","Maschi","46","0","1","-1","1","3","-2","1","0","1","0","0","-2","44","","41","","","3"
"007055","Rhêmes-Notre-Dame","Femmine","37","1","0","1","2","3","-1","0","0","0","0","0","0","37","","37","","","0"
"007055","Rhêmes-Notre-Dame","Totale","83","1","1","0","3","6","-3","1","0","1","0","0","-2","81","44","78","1.8","1","3"
"007056","Rhêmes-Saint-Georges","Maschi","90","0","4","-4","1","0","1","0","0","0","0","0","-3","87","","87","","","0"
"007056","Rhêmes-Saint-Georges","Femmine","82","0","0","0","1","2","-1","0","1","-1","0","0","-2","80","","80","","","0"
"007056","Rhêmes-Saint-Georges","Totale","172","0","4","-4","2","2","0","0","1","-1","0","0","-5","167","83","167","2.0","0","0"
"007057","Roisan","Maschi","512","6","5","1","14","18","-4","0","4","-4","0","1","-6","506","","505","","","1"
"007057","Roisan","Femmine","503","2","3","-1","15","21","-6","1","1","0","0","3","-4","499","","490","","","9"
"007057","Roisan","Totale","1015","8","8","0","29","39","-10","1","5","-4","0","4","-10","1005","454","995","2.2","1","10"
"007058","Saint-Christophe","Maschi","1754","14","15","-1","84","75","9","2","8","-6","0","-7","-5","1749","","1718","","","31"
"007058","Saint-Christophe","Femmine","1717","10","11","-1","86","66","20","1","3","-2","0","1","18","1735","","1728","","","7"
"007058","Saint-Christophe","Totale","3471","24","26","-2","170","141","29","3","11","-8","0","-6","13","3484","1610","3446","2.1","3","38"
"007059","Saint-Denis","Maschi","186","3","2","1","6","4","2","0","0","0","0","0","3","189","","189","","","0"
"007059","Saint-Denis","Femmine","180","3","2","1","5","4","1","0","1","-1","0","1","2","182","","182","","","0"
"007059","Saint-Denis","Totale","366","6","4","2","11","8","3","0","1","-1","0","1","5","371","179","371","2.1","0","0"
"007060","Saint-Marcel","Maschi","648","5","2","3","23","30","-7","2","3","-1","0","1","-4","644","","644","","","0"
"007060","Saint-Marcel","Femmine","663","6","7","-1","30","24","6","2","2","0","0","0","5","668","","666","","","2"
"007060","Saint-Marcel","Totale","1311","11","9","2","53","54","-1","4","5","-1","0","1","1","1312","594","1310","2.2","1","2"
"007061","Saint-Nicolas","Maschi","168","0","0","0","6","6","0","2","0","2","0","0","2","170","","170","","","0"
"007061","Saint-Nicolas","Femmine","152","2","2","0","5","7","-2","0","0","0","0","1","-1","151","","151","","","0"
"007061","Saint-Nicolas","Totale","320","2","2","0","11","13","-2","2","0","2","0","1","1","321","163","321","2.0","0","0"
"007062","Saint-Oyen","Maschi","88","1","1","0","6","5","1","0","0","0","0","0","1","89","","89","","","0"
"007062","Saint-Oyen","Femmine","106","0","2","-2","8","3","5","1","0","1","0","-1","3","109","","91","","","18"
"007062","Saint-Oyen","Totale","194","1","3","-2","14","8","6","1","0","1","0","-1","4","198","92","180","2.0","1","18"
"007063","Saint-Pierre","Maschi","1621","8","19","-11","62","71","-9","9","4","5","0","1","-14","1607","","1589","","","18"
"007063","Saint-Pierre","Femmine","1599","18","17","1","82","62","20","14","3","11","0","2","34","1633","","1630","","","3"
"007063","Saint-Pierre","Totale","3220","26","36","-10","144","133","11","23","7","16","0","3","20","3240","1538","3219","2.1","3","21"
"007064","Saint-Rhémy-en-Bosses","Maschi","177","1","3","-2","13","12","1","1","0","1","0","0","0","177","","148","","","29"
"007064","Saint-Rhémy-en-Bosses","Femmine","156","2","2","0","2","5","-3","0","0","0","0","0","-3","153","","153","","","0"
"007064","Saint-Rhémy-en-Bosses","Totale","333","3","5","-2","15","17","-2","1","0","1","0","0","-3","330","177","301","1.7","3","29"
"007065","Saint-Vincent","Maschi","2159","5","24","-19","91","73","18","9","9","0","0","5","4","2163","","2162","","","1"
"007065","Saint-Vincent","Femmine","2306","14","35","-21","81","67","14","12","16","-4","0","-7","-18","2288","","2274","","","14"
"007065","Saint-Vincent","Totale","4465","19","59","-40","172","140","32","21","25","-4","0","-2","-14","4451","2374","4436","1.9","1","15"
"007066","Sarre","Maschi","2310","14","26","-12","123","121","2","13","11","2","0","0","-8","2302","","2278","","","24"
"007066","Sarre","Femmine","2483","14","24","-10","105","131","-26","14","10","4","0","2","-30","2453","","2441","","","12"
"007066","Sarre","Totale","4793","28","50","-22","228","252","-24","27","21","6","0","2","-38","4755","2232","4719","2.1","6","36"
"007067","Torgnon","Maschi","297","0","4","-4","12","7","5","1","0","1","0","0","2","299","","299","","","0"
"007067","Torgnon","Femmine","258","1","2","-1","11","11","0","1","1","0","0","0","-1","257","","257","","","0"
"007067","Torgnon","Totale","555","1","6","-5","23","18","5","2","1","1","0","0","1","556","287","556","1.9","0","0"
"007068","Valgrisenche","Maschi","110","0","1","-1","2","0","2","0","0","0","0","0","1","111","","111","","","0"
"007068","Valgrisenche","Femmine","82","0","2","-2","4","2","2","0","0","0","0","-1","-1","81","","81","","","0"
"007068","Valgrisenche","Totale","192","0","3","-3","6","2","4","0","0","0","0","-1","0","192","111","192","1.7","0","0"
"007069","Valpelline","Maschi","319","1","2","-1","8","13","-5","3","2","1","0","0","-5","314","","313","","","1"
"007069","Valpelline","Femmine","275","3","5","-2","10","6","4","1","1","0","0","0","2","277","","277","","","0"
"007069","Valpelline","Totale","594","4","7","-3","18","19","-1","4","3","1","0","0","-3","591","302","590","2.0","1","1"
"007070","Valsavarenche","Maschi","85","0","2","-2","6","2","4","0","0","0","0","0","2","87","","87","","","0"
"007070","Valsavarenche","Femmine","83","0","1","-1","1","3","-2","0","1","-1","0","0","-4","79","","79","","","0"
"007070","Valsavarenche","Totale","168","0","3","-3","7","5","2","0","1","-1","0","0","-2","166","106","166","1.6","0","0"
"007071","Valtournenche","Maschi","1186","9","14","-5","32","45","-13","8","6","2","0","-13","-29","1157","","1145","","","12"
"007071","Valtournenche","Femmine","1087","3","3","0","20","38","-18","10","3","7","0","-35","-46","1041","","1036","","","5"
"007071","Valtournenche","Totale","2273","12","17","-5","52","83","-31","18","9","9","0","-48","-75","2198","1184","2181","1.8","4","17"
"007072","Verrayes","Maschi","639","8","2","6","24","15","9","2","0","2","0","0","17","656","","656","","","0"
"007072","Verrayes","Femmine","628","6","6","0","21","13","8","0","2","-2","0","4","10","638","","638","","","0"
"007072","Verrayes","Totale","1267","14","8","6","45","28","17","2","2","0","0","4","27","1294","637","1294","2.0","0","0"
"007073","Verrès","Maschi","1274","7","17","-10","50","45","5","13","6","7","0","0","2","1276","","1264","","","12"
"007073","Verrès","Femmine","1316","4","28","-24","57","48","9","8","5","3","0","-2","-14","1302","","1293","","","9"
"007073","Verrès","Totale","2590","11","45","-34","107","93","14","21","11","10","0","-2","-12","2578","1276","2557","2.0","4","21"
"007074","Villeneuve","Maschi","657","5","6","-1","36","24","12","19","6","13","0","3","27","684","","663","","","21"
"007074","Villeneuve","Femmine","590","3","5","-2","29","25","4","3","3","0","0","2","4","594","","594","","","0"
"007074","Villeneuve","Totale","1247","8","11","-3","65","49","16","22","9","13","0","5","31","1278","597","1257","2.1","1","21"
