"obs_id","comune_key","energy_residual","tourism_shock","u_energy","u_tourism","energy_upper_90","tourism_upper_90","joint_upper_90","energy_upper_95","tourism_upper_95","joint_upper_95"
1,"allein",-0.149363120792284,-0.734688152072802,0.0890887493636518,0.211606991345664,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2,"allein",-0.271832252175736,-0.876332477582495,0.0334294926183608,0.174444255896827,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3,"allein",-0.164098561585453,-1.10710586340921,0.0789071780078059,0.128796877651451,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4,"allein",-0.210444917830266,-0.79460759750092,0.0534532496181911,0.196164941455965,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
5,"allein",-0.103338675390904,-0.584847627467322,0.15085694892245,0.252333276769048,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
6,"allein",-0.104022503615999,-0.180260982947036,0.14848124893942,0.409468861360937,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
7,"allein",-0.170628118467094,-1.37355709949038,0.0761920923129136,0.0895978279314441,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
8,"allein",-0.190723399109732,-0.527262338154593,0.0626166638384524,0.273035805192601,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
9,"allein",0.0612568656478043,-0.280540878098176,0.725267266248091,0.363482097403699,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
10,"allein",0.243267210123116,-1.19150324642257,0.971491600203631,0.113524520617682,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
11,"allein",-0.266397697253977,-1.20014568340046,0.0349567283217377,0.112506363482097,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
12,"allein",-0.165112392403968,-0.667838504675008,0.0782284065840828,0.229424741218395,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
13,"allein",-0.0828181619989756,-0.26782962607841,0.19294077719328,0.369081961649415,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
14,"allein",-0.0707935460374767,0.0895060684501337,0.22620057695571,0.526047853385373,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
15,"allein",0.0629920895421261,-1.30911241226299,0.732224673341252,0.096894620736467,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
16,"allein",-0.000277246503204154,-0.671836834307741,0.486000339385712,0.227558119803156,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
17,"allein",0.0991514701472296,-0.867434281624069,0.836246394026811,0.177159341591719,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
18,"allein",-0.205344021480958,-1.83400657071753,0.0571864924486679,0.0459867639572374,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
19,"allein",-0.186354203510617,-0.402932262948452,0.0660105209570677,0.317495333446462,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
20,"allein",-0.0222003653486524,-0.38101106530046,0.394366197183099,0.324792126251485,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
21,"allein",0.138482672120315,-0.320138535951412,0.906499236382148,0.347530968946207,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
22,"allein",0.140491202090274,-0.634282842941584,0.908874936365179,0.238927541150518,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
23,"allein",-0.221125188890523,-0.937406138381312,0.0485321567961989,0.157814356015612,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
24,"allein",-0.121158388299873,-1.3430819657933,0.119294077719328,0.0926522993381979,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
25,"allein",-0.224088813735347,-1.92026548175922,0.0464958425250297,0.0405565925674529,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
26,"allein",0.17092388416664,-1.20813689314297,0.940777193280163,0.111318513490582,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
27,"allein",0.0641634300864631,-1.38898037059548,0.737315459019175,0.0877312065162057,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
28,"allein",-0.0314556894735247,-1.10683009484301,0.358561004581707,0.128966570507382,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
29,"allein",-0.511547306436177,-1.44183758655834,0.00610894281350755,0.0828101136942135,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
30,"allein",-0.128743741407236,-1.7055086372594,0.108773120651621,0.0561683353130833,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
31,"allein",-0.31686714683071,-0.450463502207685,0.0240963855421687,0.300695740709316,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
32,"allein",-0.222309711613617,-0.266123787187681,0.0476836925165451,0.370609197352791,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
33,"allein",-0.126459009516603,-1.52706340730775,0.112676056338028,0.0731376209061599,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
34,"allein",0.578538828528973,-1.52965742576104,0.996606142881385,0.0729679280502291,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
35,"allein",0.152294863132637,-1.19183079649466,0.92245036483964,0.113354827761751,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
36,"allein",0.00180020078510168,-0.660984590969368,0.494994060750042,0.230782284065841,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
37,"allein",0.218573102721113,-1.27690479771397,0.965212964534193,0.101306634990667,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
38,"allein",0.0373845052731667,-1.38630065264691,0.639232988291193,0.0879008993721364,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
39,"allein",0.191088798251338,-2.29029124943115,0.956219243169863,0.0210419141354149,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
40,"allein",0.127370224044773,-0.672999643561729,0.890548107924656,0.227049041235364,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
41,"allein",0.156241944164577,-0.393585010831847,0.926522993381979,0.321228576276939,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
42,"allein",-0.451167827971873,-0.912550099742216,0.0103512642117767,0.164432377396912,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
43,"allein",-0.120107600452173,-0.757783198284829,0.121160699134566,0.206007127099949,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
44,"allein",-0.121089199434095,-1.32456007243481,0.11963346343119,0.0951976921771593,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
45,"allein",0.0689068341270493,-2.92081131669463,0.752587816052944,0.00407262854233837,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
46,"allein",0.026381910897034,-1.89084782169715,0.594094688613609,0.041914135414899,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
47,"allein",-0.280885548053584,-2.13613601436622,0.0322416426268454,0.0276599355167147,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
48,"allein",0.0990730262185409,-0.84027177030796,0.835567622603088,0.183098591549296,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
49,"allein",-0.00420693188064725,-1.67344006375554,0.470218903784151,0.0590531138639063,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
50,"allein",0.030189781015471,-1.8103097846036,0.611233667062617,0.0468352282368912,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
51,"allein",-0.0332480446335115,-1.44447329730587,0.351094518920753,0.0823010351264212,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
52,"allein",-0.187193506053006,-0.528048743218255,0.0651620566774139,0.272526726624809,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
53,"allein",0.104115057408496,-1.77673738365864,0.848633972509757,0.0497200067877142,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
54,"allein",-0.0366238404664152,-1.56500659651039,0.3370100118785,0.0700831494994061,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
55,"allein",-0.0689265020231851,-1.11819570368661,0.230951976921772,0.126251484812489,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
56,"allein",-0.00695780425255244,-1.06436324918261,0.457831325301205,0.136602749024266,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
57,"allein",0.129458967923395,-2.60754031695866,0.89360257933141,0.00984218564398439,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
58,"allein",0.0513465809715488,-2.11418309658215,0.687934837943323,0.0286780926522993,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
59,"allein",0.192091708545744,-2.26389961535547,0.957067707449516,0.0222297641269303,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
60,"allein",0.114890592656657,-0.782941480522572,0.872390972340064,0.199049720006788,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
61,"allein",5.50829423090381,-0.802960221639071,0.999830307144069,0.193619548617003,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
62,"allein",0.291529649330108,-0.40021119112712,0.978618700152724,0.318513490582046,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
63,"allein",-0.0976217321596557,-1.51201171643797,0.161717291702019,0.0756830137451213,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
64,"allein",-0.193419732152167,-0.753673332505262,0.0617681995587986,0.206685898523672,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
65,"allein",-0.355895236225204,-0.759326030040542,0.0179874427286611,0.205498048532157,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
66,"allein",-0.0208375478810332,-0.555915997699334,0.400135754284745,0.261326998133379,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
67,"allein",0.142764377397676,-1.37348247330885,0.912268793483794,0.0897675207873748,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
68,"allein",0.493239760329121,-1.15795547275794,0.994400135754285,0.120142541998982,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
69,"allein",-0.215682311748219,-0.988129494229144,0.0510775496351604,0.147293398947904,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
70,"allein",0.0365148293645046,-1.24347008085569,0.635330052604785,0.106227727812659,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
71,"allein",-2.89232951603748,-1.28299224631354,0.000169692855930765,0.100118784999152,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
72,"allein",-0.0763847456262843,-1.79499610423768,0.210758527066011,0.0480230782284066,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
73,"allein",-0.345631204971657,-0.769479817606849,0.0198540641438995,0.203461734260988,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
74,"allein",-0.145190075724314,-0.79915337739189,0.0938401493297132,0.194807398608519,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
75,"allein",-0.0757146113619624,-2.50288494320129,0.211776684201595,0.0127269641948074,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
76,"allein",-0.0523678792590365,-1.53839066152828,0.282029526556932,0.0724588494824368,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
77,"allein",-0.0390061002253361,-0.75343829463421,0.329543526217546,0.207025284235534,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
78,"allein",0.0669746387842958,-1.37525683108771,0.745969794671644,0.0892584422195826,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
79,"antey saint andre",0.0207412381108885,1.15977069527238,0.573052774478194,0.87799083658578,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
80,"antey saint andre",-0.0514117006110268,1.6948228633719,0.285423383675547,0.962158493127439,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
81,"antey saint andre",0.0377219519281109,2.06153762047641,0.640251145426778,0.987612421517054,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
82,"antey saint andre",0.0262602309767868,2.11288251892129,0.593415917189886,0.989479042932292,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
83,"antey saint andre",0.00127340448526603,1.09111854185485,0.492618360767012,0.86254878669608,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
84,"antey saint andre",-0.0362034211892297,1.48765109872348,0.338537247581877,0.935856100458171,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
85,"antey saint andre",0.0105210730044387,1.08076857217186,0.531138639063295,0.859664008145257,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
86,"antey saint andre",0.0612354404481543,1.25691993172636,0.724927880536229,0.896317665026302,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
87,"antey saint andre",-0.096428357996178,0.961023244087003,0.163923298829119,0.831155608348888,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
88,"antey saint andre",0.0735169023523028,1.29331475967415,0.766332937383336,0.902935686407602,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
89,"antey saint andre",-0.0994019143251297,1.06838848782166,0.159171898863058,0.855421686746988,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
90,"antey saint andre",0.00391656121737327,1.91348751289451,0.503987782114373,0.978618700152724,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
91,"antey saint andre",0.0113113934037443,2.53535850037469,0.534702189037842,0.997284914305108,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
92,"antey saint andre",-0.0197044789414171,2.65092303323612,0.403868997115221,0.999151535720346,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
93,"antey saint andre",-0.0778211064988383,1.93128008713702,0.205837434244018,0.980824707279824,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
94,"antey saint andre",-0.0575306454808242,-0.788176110456349,0.266248090955371,0.197861870015272,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
95,"antey saint andre",0.0852126893595386,-0.0814891008075116,0.801289665705074,0.453249618191074,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
96,"antey saint andre",0.0160859939242588,1.72074651542536,0.552859324622433,0.96453419311047,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
97,"antey saint andre",0.0542718188113156,1.98495297546259,0.698625487866961,0.984218564398439,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
98,"antey saint andre",0.0793818025445585,2.02254775217315,0.784659765823859,0.985406414389954,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
99,"antey saint andre",-0.0161651860063241,1.91627426340319,0.417614118445613,0.978958085864585,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
100,"antey saint andre",0.143243507722888,1.65008735712924,0.912947564907517,0.956558628881724,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
101,"antey saint andre",-0.13774763909236,-0.445999900560835,0.0999490921432208,0.302732054980485,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
102,"antey saint andre",-0.104902450368925,0.445856812924843,0.146784320380112,0.6784320380112,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
103,"antey saint andre",0.000878124292770011,0.176819614382219,0.489903275072119,0.564228745969795,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
104,"antey saint andre",-0.0552099016962089,0.977850490507462,0.273884269472255,0.83590700831495,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
105,"antey saint andre",0.0505175338391464,0.617113851147237,0.684031902256915,0.737315459019175,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
106,"antey saint andre",0.0110252188372488,0.66577312456329,0.533684031902257,0.753436280332598,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
107,"antey saint andre",0.0775776692592753,1.43407779714975,0.779568980145936,0.927710843373494,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
108,"antey saint andre",-0.0363089252974902,1.95779943208639,0.338028169014085,0.982691328695062,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
109,"antey saint andre",-0.0188614639157745,1.63298774383338,0.407262854233837,0.955201086034278,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
110,"antey saint andre",0.0162833815390453,1.73487596208256,0.55421686746988,0.965043271678262,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
111,"antey saint andre",-0.180689057557151,1.77513620135259,0.0692346852197522,0.96894620736467,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
112,"antey saint andre",-0.0206493322616499,1.99819518412111,0.401153911420329,0.984897335822162,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
113,"antey saint andre",-0.176841000992324,1.91966585790279,0.0717800780587137,0.979127778720516,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
114,"antey saint andre",0.0379121946058074,2.52543055214375,0.641269302562362,0.997115221449177,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
115,"antey saint andre",-0.032306166885899,1.30080974318085,0.35482776175123,0.903953843543187,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
116,"antey saint andre",-0.0494940991682444,1.36465885146591,0.291871712200916,0.916341422026133,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
117,"antey saint andre",0.0793979692246491,1.55059054320141,0.78482945867979,0.945358900390294,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
118,"antey saint andre",0.0082042930677364,1.95580522043374,0.522144917698965,0.9823519429832,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
119,"antey saint andre",0.0399261801055761,1.62971235841151,0.647038859664008,0.954352621754624,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
120,"antey saint andre",-0.0721158586550619,1.51890038225866,0.222467334125233,0.941625657559817,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
121,"antey saint andre",0.0254923423506792,1.42703099427977,0.590700831494994,0.926522993381979,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
122,"antey saint andre",0.0241633197789302,1.31725813525251,0.584082810113694,0.907178007805871,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
123,"antey saint andre",-0.111652589601794,0.873832151006346,0.134057356185305,0.808416765654166,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
124,"antey saint andre",0.129681920539795,1.65072018823569,0.894111657899202,0.956728321737655,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
125,"antey saint andre",-0.155637253854806,0.786455787421419,0.0848464279653827,0.788223315798405,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
126,"antey saint andre",-0.0738928589289625,1.81655877943921,0.21720685559138,0.970812828779908,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
127,"antey saint andre",-0.00207020738913499,1.50693157947012,0.478703546580689,0.938571186153063,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
128,"antey saint andre",-0.0366240305726713,1.68522869749762,0.336840319022569,0.960970643135924,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
129,"antey saint andre",0.0293542311421948,1.75510679594807,0.608009502799932,0.967418971661293,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
130,"antey saint andre",-0.0130827277127725,2.16964548448151,0.430341082640421,0.990497200067877,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
131,"antey saint andre",-0.0104271569384977,1.23345248860515,0.440692346852198,0.891226879348379,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
132,"antey saint andre",-0.0203114233768282,1.49211098796407,0.402172068555914,0.936704564737824,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
133,"antey saint andre",-0.00521631888040908,1.14205644421832,0.465297810962158,0.873748515187511,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
134,"antey saint andre",0.0261507619207091,1.02538701606196,0.592737145766163,0.844900729679281,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
135,"antey saint andre",-0.120290072508043,1.31843486938055,0.120991006278636,0.907517393517733,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
136,"antey saint andre",-0.0261681419002837,1.3896116174426,0.379433225861191,0.921092821992194,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
137,"antey saint andre",-0.186855450376228,0.7603632534221,0.0655014423892754,0.780926522993382,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
138,"antey saint andre",-0.0131792368120411,2.03725659628204,0.429662311216698,0.986254878669608,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
139,"antey saint andre",-0.0139515960841727,1.47807988944541,0.426268454098082,0.934668250466655,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
140,"antey saint andre",-0.061341629230208,1.55507440461226,0.255387748175802,0.946207364669947,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
141,"antey saint andre",0.00637348148480221,1.7725902621993,0.513660274902427,0.968437128796878,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
142,"antey saint andre",-0.0829715515855565,1.89936660430298,0.192771084337349,0.976921771593416,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
143,"antey saint andre",0.0171776294681365,1.02497473543202,0.557271338876633,0.84473103682335,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
144,"antey saint andre",-0.0943629663500243,0.977768841198043,0.16850500593925,0.835737315459019,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
145,"antey saint andre",-0.00450572111692082,0.973235569781441,0.468691668080774,0.834379772611573,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
146,"antey saint andre",0.0244572932847724,1.46739833371242,0.585779738673002,0.932971321907348,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
147,"antey saint andre",-0.133680681080557,0.617664220665972,0.102833870694044,0.737654844731037,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
148,"antey saint andre",0.0244129995404219,1.02229713979497,0.58527066010521,0.844221958255557,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
149,"antey saint andre",-0.136908429704224,1.17045486448253,0.100627863566944,0.881215000848464,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
150,"antey saint andre",-0.0348710902575142,1.6662596209437,0.344137111827592,0.958594943152893,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
151,"antey saint andre",0.105455488401349,1.14522223812946,0.85151875106058,0.874596979467164,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
152,"antey saint andre",-0.022057274500332,1.39462654159121,0.394535890039029,0.922620057695571,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
153,"antey saint andre",0.0655546028860812,1.63050564649111,0.74053962328186,0.954861700322416,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
154,"antey saint andre",-0.0194106868663848,1.88152849825564,0.405226539962668,0.975394535890039,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
155,"antey saint andre",0.02106255440588,1.44037170142497,0.574919395893433,0.928729000509079,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
156,"antey saint andre",0.0498764438138561,1.72636816737282,0.680298659426438,0.964703885966401,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
157,"antey saint andre",0.102952761855386,0.796100452104048,0.846427965382657,0.790089937213643,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
158,"antey saint andre",0.095863858801188,0.811146940639638,0.826913286950619,0.79382318004412,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
159,"antey saint andre",-0.430239377595157,0.62434132691532,0.0120481927710843,0.739860851858137,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
160,"aosta",-0.00524543448255876,-0.287571720734707,0.465128118106228,0.360088240285084,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
161,"aosta",-0.050226502241042,-0.192035033292266,0.288817240794163,0.405396232818598,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
162,"aosta",0.0308478422892993,0.316410146315164,0.614627524181232,0.623451552689632,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
163,"aosta",0.02057168722604,0.69120119987868,0.572543695910402,0.761242151705413,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
164,"aosta",0.0897047767015735,0.484579893218815,0.812319701340574,0.690140845070423,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
165,"aosta",7.60005740225722e-05,0.167240100119139,0.487527575089089,0.558628881724079,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
166,"aosta",-0.0502683366032581,-0.536373072147843,0.288647547938232,0.269641948073986,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
167,"aosta",-0.0394024043710655,-0.513743893590184,0.327337519090446,0.277278126590871,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
168,"aosta",0.0676583985949222,-0.0681196719548433,0.748006108942813,0.458001018157136,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
169,"aosta",0.0848411709564232,0.268022624533352,0.798404887154251,0.60308840997794,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
170,"aosta",-0.175319524140388,0.184600137774134,0.0727982351942983,0.566943831664687,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
171,"aosta",-0.126290275786925,0.332981869290675,0.112845749193959,0.63193619548617,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
172,"aosta",-0.0125183080515594,0.899997366565467,0.431868318343798,0.815034787035466,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
173,"aosta",-0.0179056563375113,0.862011316419895,0.411505175632106,0.805871372815204,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
174,"aosta",0.0271363388042456,0.0482460215827995,0.598337010011878,0.508230103512642,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
175,"aosta",-0.00625728715424501,-0.834077944873258,0.461564568131682,0.184795520108603,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
176,"aosta",0.100291726604539,-0.355096629301492,0.839470558289496,0.334464619039538,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
177,"aosta",-0.0209218658988046,0.0666988015577981,0.399626675716952,0.515866282029527,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
178,"aosta",-0.0172019084897848,0.299822071914019,0.413541489903275,0.616833531308332,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
179,"aosta",0.00122343517824497,0.421221884345974,0.491769896487358,0.666892923807908,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
180,"aosta",0.0637150248874168,0.756067791012668,0.734260987612422,0.779399287290005,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
181,"aosta",-0.0151049001386365,0.683979516269537,0.422874596979467,0.758527066010521,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
182,"aosta",0.11073277502507,0.192118790094654,0.862379093840149,0.568980145935856,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
183,"aosta",0.0659662352468739,-0.207029754758141,0.742236551841167,0.398947904293229,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
184,"aosta",0.144080915055691,-0.684798468165161,0.914305107754964,0.223315798404887,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
185,"aosta",0.100213173877229,-0.09040122398608,0.839131172577634,0.450534532496182,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
186,"aosta",0.234871170260709,0.140554171866205,0.96894620736467,0.548107924656372,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
187,"aosta",0.112454534021163,0.213462576761324,0.867809265229934,0.576955710164602,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
188,"aosta",0.210486821829075,0.30730698667433,0.963516035974885,0.619888002715086,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
189,"aosta",0.104003598824004,0.431271448336492,0.848464279653827,0.671474630918038,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
190,"aosta",0.000681094370962754,0.00307108557861679,0.489394196504327,0.488885117936535,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
191,"aosta",0.0648343522142643,0.216997781001115,0.738842694722552,0.578822331579841,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
192,"aosta",0.145268678099837,0.619237081203628,0.91566265060241,0.738503309010691,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
193,"aosta",0.189173160592015,1.00311403169938,0.954182928898693,0.840828101136942,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
