rep,date,arrivals,comune_key,comune_nome,share,arrivals_comune,totale_arrivi,tourism_multiplier
20,2025-07-01,215555.032087515,la salle,La Salle,0.0115061867087033,2480.21644519947,3129,0.792654664493279
20,2025-07-01,215555.032087515,lillianes,Lillianes,0.00213949012359407,461.17786224224,514,0.8972331950238133
20,2025-07-01,215555.032087515,montjovet,Montjovet,0.0021226548430027,457.548932794165,566,0.8083903406257332
20,2025-07-01,215555.032087515,morgex,Morgex,0.00970994640933693,2093.02780983267,2595,0.8065617764287745
20,2025-07-01,215555.032087515,nus,Nus,0.00841882274772316,1814.71960752456,2260,0.8029732776657345
20,2025-07-01,215555.032087515,ollomont,Ollomont,0.00133962396151625,288.762686009838,314,0.919626388566363
20,2025-07-01,215555.032087515,oyace,Oyace,6.44543964836413e-5,13.8934695022127,18,0.7718594167895945
20,2025-07-01,215555.032087515,perloz,Perloz,7.0795757975794e-4,152.603818821324,182,0.8384825209962857
20,2025-07-01,215555.032087515,pollein,Pollein,0.0147423189138895,3177.78102652782,4059,0.7828975182379453
20,2025-07-01,215555.032087515,pontboset,Pontboset,0.00188805575495212,406.97991884172,473,0.8604226613989853
20,2025-07-01,215555.032087515,pontey,Pontey,5.2196514656832e-4,112.512213917099,136,0.8272956905669044
20,2025-07-01,215555.032087515,pre saint didier,Pré-Saint-Didier,0.0210215876803769,4531.30900697415,5849,0.7747151661778339
20,2025-07-01,215555.032087515,quart,Quart,0.00476535272056027,1027.19575858869,1297,0.7919782255888127
20,2025-07-01,215555.032087515,rhemes saint georges,Rhêmes-Saint-Georges,0.00689008977006091,1485.19352147134,1641,0.9050539436144669
20,2025-07-01,215555.032087515,roisan,Roisan,8.2262591461837e-4,177.321155421585,208,0.8525055549114663
20,2025-07-01,215555.032087515,saint christophe,Saint-Christophe,0.0037906606710379,817.095982578456,1040,0.7856692140177461
20,2025-07-01,215555.032087515,saint marcel,Saint-Marcel,6.599981281002e-4,142.265917680339,175,0.8129481010305085
20,2025-07-01,215555.032087515,saint nicolas,Saint-Nicolas,0.00139822395972253,301.394210503523,368,0.8190060068030517
20,2025-07-01,215555.032087515,saint oyen,Saint-Oyen,0.00323521876438925,697.367684568054,822,0.848379178306635
20,2025-07-01,215555.032087515,saint pierre,Saint-Pierre,0.00527347289691991,1136.72361950821,1427,0.7965827747079257
20,2025-07-01,215555.032087515,saint rhemy en bosses,Saint-Rhémy-en-Bosses,0.00629973889641345,1357.94041995937,1605,0.8460687974824735
20,2025-07-01,215555.032087515,saint vincent,Saint-Vincent,0.0291626778834705,6286.16196692933,7747,0.8114317757750523
20,2025-07-01,215555.032087515,sarre,Sarre,0.0256593447031233,5531.00087082634,6656,0.8309796981409766
20,2025-07-01,215555.032087515,torgnon,Torgnon,0.00911499316737381,1964.78264467074,2408,0.8159396364911711
20,2025-07-01,215555.032087515,valsavarenche,Valsavarenche,0.0337335768723434,7271.44224514463,7656,0.9497704081954845
20,2025-07-01,215555.032087515,valtournenche,Valtournenche,0.0657673800870431,14176.4897249744,18271,0.7759011397829566
20,2025-07-01,215555.032087515,verrayes,Verrayes,0.00252073805078638,543.357771421477,667,0.814629342460985
20,2025-07-01,215555.032087515,verres,Verrès,0.0012583505899983,271.243801804426,329,0.8244492456061582
20,2025-07-01,215555.032087515,villeneuve,Villeneuve,0.00129708671049849,279.59356750179,341,0.8199224853424927
20,2025-08-01,236539.575585188,antey saint andre,Antey-Saint-André,0.0118742642792975,2808.7334330114,3167,0.8868750972565204
20,2025-08-01,236539.575585188,aosta,Aosta,0.0750665366325086,17756.2067157036,20106,0.8831297481201432
20,2025-08-01,236539.575585188,arnad,Arnad,0.00286753310862233,678.285064490002,742,0.91413081467655255
20,2025-08-01,236539.575585188,arvier,Arvier,0.00859156752195287,2032.24573525422,2187,0.929239019320631
20,2025-08-01,236539.575585188,ayas,Ayas,0.0442317255603229,10462.5535914393,12096,0.8649597876520586
20,2025-08-01,236539.575585188,aymavilles,Aymavilles,0.00568904229921398,1345.68365094226,1513,0.8894141777543028
20,2025-08-01,236539.575585188,bard,Bard,0.00557289745664183,1318.21079917383,1480,0.89068297241475
20,2025-08-01,236539.575585188,brissogne,Brissogne,2.2060294428721e-4,52.1813268145405,61,0.8554315871236147
20,2025-08-01,236539.575585188,brusson,Brusson,0.0178786225886434,4229.00179916547,4881,0.8664211840125938
20,2025-08-01,236539.575585188,challand saint anselme,Challand-Saint-Anselme,0.00335994773506536,794.760611240774,854,0.9306330342397822
20,2025-08-01,236539.575585188,challand saint victor,Challand-Saint-Victor,2.5925949753261e-4,61.3251315127938,65,0.9434635617352892
20,2025-08-01,236539.575585188,chambave,Chambave,8.7325060244938e-4,206.558326882886,233,0.8865164243900687
20,2025-08-01,236539.575585188,chamois,Chamois,0.00231995877717734,548.762064528661,636,0.8628334347934921
20,2025-08-01,236539.575585188,champdepraz,Champdepraz,0.0018140559852127,429.096032829983,484,0.8865620513016178
20,2025-08-01,236539.575585188,champorcher,Champorcher,0.00455884090997966,1078.34629400698,1224,0.8810018741887092
20,2025-08-01,236539.575585188,charvensod,Charvensod,0.0133232691962294,3151.48044108331,3560,0.8852473149110421
20,2025-08-01,236539.575585188,chatillon,Châtillon,0.0143691163757517,3398.86468905448,3816,0.890687811597086
20,2025-08-01,236539.575585188,cogne,Cogne,0.0485295059327649,11479.1487366951,12526,0.916425733410115
20,2025-08-01,236539.575585188,courmayeur,Courmayeur,0.20640535780766,48823.0357343328,52506,0.9298563161225917
20,2025-08-01,236539.575585188,donnas,Donnas,0.00225913928488262,534.37584763396,564,0.9474749071524113
20,2025-08-01,236539.575585188,emarese,Emarèse,4.5691530486136e-4,108.078552290283,119,0.9082231284897732
20,2025-08-01,236539.575585188,etroubles,Etroubles,0.0130558591411365,3088.22738014442,3179,0.9714461717975527
20,2025-08-01,236539.575585188,fenis,Fénis,0.00512463935854463,1212.1800188973,1375,0.8815854682889455
20,2025-08-01,236539.575585188,fontainemore,Fontainemore,0.00257285610611002,608.582291381024,621,0.9800036898245152
20,2025-08-01,236539.575585188,gaby,Gaby,0.00442019967455244,1045.55215502042,1193,0.8764058298578542
20,2025-08-01,236539.575585188,gignod,Gignod,0.00700925230637073,1657.96556571843,1832,0.9050030380559116
20,2025-08-01,236539.575585188,gressan,Gressan,0.02083037642062,4927.20839781317,5752,0.8566078577561145
20,2025-08-01,236539.575585188,gressoney la trinite,Gressoney-La-Trinité,0.0599692201207382,14185.0938755342,15566,0.9112870278513555
20,2025-08-01,236539.575585188,gressoney saint jean,Gressoney-Saint-Jean,0.0182205509423208,4309.88138682487,5075,0.8492377116896296
20,2025-08-01,236539.575585188,hone,Hône,0.00126338073862474,298.839543716799,323,0.9251998257486038
20,2025-08-01,236539.575585188,introd,Introd,0.00310705555199379,734.941601588213,803,0.9152448338582976
20,2025-08-01,236539.575585188,issime,Issime,3.5351943686677e-4,83.6213375575815,98,0.853278954669199
20,2025-08-01,236539.575585188,issogne,Issogne,5.4175816151957e-4,128.147245595652,137,0.9353813547127884
20,2025-08-01,236539.575585188,jovencan,Jovençan,0.00299433598817077,708.278963801369,812,0.8722647337455283
20,2025-08-01,236539.575585188,la salle,La Salle,0.0142766220568639,3376.98612212073,3927,0.8599404436263637
20,2025-08-01,236539.575585188,lillianes,Lillianes,0.00221100107651547,522.989256257364,535,0.9775500116960074
20,2025-08-01,236539.575585188,montjovet,Montjovet,0.00410273439531979,970.459052607698,1095,0.8862639749841991
20,2025-08-01,236539.575585188,morgex,Morgex,0.0109981383737187,2601.4949831466,2948,0.8824609847851426
20,2025-08-01,236539.575585188,nus,Nus,0.00948700195732332,2244.05141656111,2533,0.8859263389502999
20,2025-08-01,236539.575585188,ollomont,Ollomont,0.00158815085125591,375.660528321329,358,1.0493310846964499
20,2025-08-01,236539.575585188,oyace,Oyace,7.06229969829305e-5,16.7051337328964,20,0.83525668664482
20,2025-08-01,236539.575585188,perloz,Perloz,6.643613629663e-4,157.147754831247,168,0.9354033025669464
20,2025-08-01,236539.575585188,pollein,Pollein,0.0142028414452298,3359.53408755838,3848,0.8730597940640281
20,2025-08-01,236539.575585188,pontboset,Pontboset,0.00196935754831254,465.830998653336,494,0.9429777300674818
20,2025-08-01,236539.575585188,pontey,Pontey,0.00136515991819082,322.914347654766,350,0.92261242187076
20,2025-08-01,236539.575585188,pre saint didier,Pré-Saint-Didier,0.0196016737598686,4636.57159191864,5500,0.84301301671248
