rep,date,comune_key,assigned_model,model_beta,arrivals_comune,tourism_multiplier,baseline_kwh,scenario_kwh,delta_kwh_vs_baseline,delta_pct_vs_baseline
1,2025-01-01,ollomont,Mixed,0.06669248119874707,42.5723258782908,1.06430814695727,58660.95868876345,58905.29665436302,244.33796559956681,0.4165256945355189
1,2025-01-01,oyace,Prophet,0,1.7764397536031e-4,177643.97536031,31071.55666275345,31071.55666275345,0,0
1,2025-01-01,perloz,GAMM,0.056260005744416246,69.2855304994085,1.1547588416568082,95029.39584237892,95801.81320646811,772.4173640891968,0.8128193989261678
1,2025-01-01,pollein,GAMM,0.18097439782560734,2690.97145937825,1.2209489380119103,478086.9691369504,495674.9080880483,17587.938951097894,3.6788157984828374
1,2025-01-01,pontboset,GAMM,0.080918679939441,159.604008489231,1.1239718907692324,27878.607004010988,28143.501773039847,264.8947690288587,0.9501721839643817
1,2025-01-01,pontey,Prophet,-0.004614136458007812,92.9290598753584,1.191398203530236,155944.08056957266,155818.11889840593,-125.96167116673314,-0.08077361494368551
1,2025-01-01,pre saint didier,Prophet,0.13338263718587662,9157.31992032881,1.2291704591045383,371791.1120756811,382165.6980149715,10374.58593929041,2.7904340911674597
1,2025-01-01,quart,Mixed,0.07019586193606624,912.323288062,1.2196835401898396,862354.992458365,874460.6591897099,12105.666731344885,1.4037915750721774
1,2025-01-01,rhemes saint georges,Prophet,0.005405726669011785,147.066609093271,1.0657000658932683,60497.69673314404,60518.5101154076,20.813382263557287,0.034403594496112966
1,2025-01-01,roisan,Mixed,0.03815968341454543,120.483686232679,1.1366385493648963,158586.9278569158,159363.88866603505,776.9608091192495,0.4899273979380281
1,2025-01-01,saint christophe,GAMM,0.13867932589065626,846.129473706168,1.2262745995741566,341587.5277881572,351388.2961629533,9800.768374796084,2.8691821502552672
1,2025-01-01,saint marcel,GAMM,0.05563957343560108,121.866551578,1.171793765173077,389031.8325286999,392478.6069288365,3446.774400136608,0.8859877552262585
1,2025-01-01,saint nicolas,Prophet,0.01832679999622946,554.507740687199,1.1649322283344516,72188.30077355154,72390.55363907221,202.25286552066973,0.2801740217644344
1,2025-01-01,saint oyen,Mixed,0.0652641245630013,375.614657143619,1.1212377825182658,43302.54370897708,43627.15443136773,324.61072239065106,0.7496343045624743
1,2025-01-01,saint pierre,GAMM,0.15416472971774473,1306.40860727286,1.2051739919491329,514672.61868545064,529695.2478878686,15022.629202417913,2.9188708816077824
1,2025-01-01,saint rhemy en bosses,GAMM,0.11789097861054765,607.924785454963,1.1113798637202248,286231.24311706296,289816.971942318,3585.7288252550643,1.2527384453934642
1,2025-01-01,saint vincent,Mixed,0.09471601910755394,8208.22420846348,1.2440473186516339,1470905.0556824822,1501644.792225119,30739.73654263676,2.0898518516801134
1,2025-01-01,sarre,Mixed,0.06493077694224156,1287.62642488942,1.1465952136147997,568125.7267976663,573194.4830514635,5068.756253797212,0.8921891783299607
1,2025-01-01,torgnon,Mixed,0.09570541272921945,3324.92354745599,1.1925837688149175,664942.9191653964,676246.0896863254,11303.170520929038,1.6998708002058605
1,2025-01-01,valsavarenche,Prophet,0.046024541957165224,153.618716252351,1.0309980956533624,59581.52851239381,59665.299852650496,83.77134025668784,0.14059951523275327
1,2025-01-01,valtournenche,Mixed,0.1068912434444135,26086.7652667376,1.2372778062387402,3454611.268161157,3534134.89121275,79523.62305159308,2.3019557593790374
1,2025-01-01,verrayes,GAMM,0.11046421221510193,604.945829679841,1.2245866997567632,204760.15866516487,209394.44320741377,4634.2845422489045,2.2632745415220867
1,2025-01-01,verres,GAMM,0.06360730243893577,127.00827956875,1.1652135740252294,855020.9366414364,863377.3006041644,8356.363962727948,0.9773285781225605
1,2025-01-01,villeneuve,Mixed,0.04242020306588168,439.007553637085,1.1865069017218512,236563.14922802465,238285.5204193788,1722.3711913541483,0.728080936094555
1,2025-02-01,antey saint andre,Prophet,0.04123157614948429,2305.77877403365,1.038639087402545,167105.7573225857,167367.17162647375,261.4143038880429,0.15643644364891074
1,2025-02-01,aosta,Mixed,0.09357170374507806,12003.0518212401,1.0603402668940018,6616963.540379327,6653339.694727837,36376.15434851032,0.5497408913700097
