comune_key,date,arrivals_actual,arrivals_q95,arrivals_multiplier_q95
chatillon,2025-05-01,2859,3956.40851722554,1.3838434827651416
chatillon,2025-06-01,2698.0000000000005,3247.51706158635,1.2036757085197736
chatillon,2025-07-01,3715.0000000000027,5744.17410815094,1.5462110654511267
chatillon,2025-08-01,3815.9999999999973,6495.35466521386,1.7021369667751218
cogne,2025-01-01,7001.999999999999,8985.16130115172,1.2832278350687978
cogne,2025-02-01,6880,11033.4857715895,1.6037043272659157
cogne,2025-03-01,5003.000000000003,7258.67209467066,1.450863900593775
cogne,2025-04-01,1493.0000000000002,2175.80570263092,1.4573380459684662
cogne,2025-05-01,3748.000000000003,5154.88062179746,1.3753683622725335
cogne,2025-06-01,7950.999999999997,9977.07786045603,1.2548205081695425
cogne,2025-07-01,12027.999999999993,19092.0178614223,1.5872977936001258
cogne,2025-08-01,12526,21937.0728524995,1.7513230762014609
cogne,2025-09-01,6229.9999999999945,15115.3549908941,2.4262207047984132
courmayeur,2025-01-01,19329.99999999999,23889.0656252132,1.2358544037875434
courmayeur,2025-02-01,19195.000000000007,31745.7039119049,1.6538527695704552
courmayeur,2025-03-01,16975,24913.7457378707,1.467672797518156
courmayeur,2025-04-01,4861.000000000004,6532.20700160708,1.3437990128794641
courmayeur,2025-05-01,3932.9999999999995,5343.7168173328,1.3586872151875924
courmayeur,2025-06-01,30394.999999999993,39453.3902205911,1.2980223793581547
courmayeur,2025-07-01,57689.00000000004,93126.5358717405,1.6142858408317087
courmayeur,2025-08-01,52506.000000000044,93302.6059990406,1.7769894107157378
courmayeur,2025-09-01,26245.000000000022,64547.1759069421,2.459408493310804
donnas,2025-01-01,157.00000000000003,197.84974995159,1.2601894901375157
donnas,2025-02-01,175.99999999999994,273.551718891197,1.55427113006362
donnas,2025-03-01,153.00000000000006,220.418355526628,1.4406428465792676
donnas,2025-04-01,148.99999999999997,228.943221995266,1.5365316912433962
donnas,2025-05-01,258.99999999999994,360.300803903214,1.3911227949931044
donnas,2025-06-01,278.9999999999999,356.691682831121,1.278464813014771
donnas,2025-07-01,455.00000000000017,748.872602758959,1.6458738522174918
donnas,2025-08-01,564.0000000000002,1021.2117787697,1.8106591822157794
donnas,2025-09-01,155.99999999999994,392.817760597934,2.5180625679354756
emarese,2025-01-01,45,59.1833718027801,1.31518604006178
emarese,2025-02-01,61.00000000000001,101.454857383758,1.663194383340295
emarese,2025-03-01,21.000000000000004,31.0108735816044,1.4767082657906854
emarese,2025-04-01,26,38.6090777961055,1.4849645306194423
emarese,2025-05-01,62.99999999999998,88.3691444599667,1.4026848326978847
emarese,2025-06-01,12,14.872681557514,1.2393901297928334
emarese,2025-07-01,54.000000000000014,86.4726401863314,1.6013451886357664
emarese,2025-08-01,118.99999999999997,206.54206420425,1.7356475983550426
emarese,2025-09-01,2.0000000000000004,4.94930742051602,2.4746537102580097
etroubles,2025-01-01,742,887.611755742609,1.1962422584132197
etroubles,2025-02-01,761.0000000000002,1148.96576219812,1.5098104628096185
etroubles,2025-03-01,648.9999999999999,882.260904693619,1.3594158778021865
etroubles,2025-04-01,592.0000000000002,859.418215648777,1.4517199588661769
etroubles,2025-05-01,595.0000000000001,831.627882833254,1.3976939207281578
etroubles,2025-06-01,2045.9999999999995,2794.79895394314,1.365981893422845
etroubles,2025-07-01,3248.9999999999973,5451.05608059917,1.6777642599566558
etroubles,2025-08-01,3178.999999999998,5901.71541263751,1.8564691452146944
etroubles,2025-09-01,1831.9999999999995,4619.91102923595,2.5217854963078334
fenis,2025-01-01,747.0000000000003,961.746045359729,1.2874779723691145
fenis,2025-02-01,550.0000000000002,870.878635892174,1.5834157016221337
fenis,2025-03-01,312.9999999999999,448.890303945634,1.4341543257049014
fenis,2025-04-01,719.0000000000001,1109.08142679462,1.54253327787847
fenis,2025-05-01,644,886.554044672753,1.3766367153303618
fenis,2025-06-01,842,1060.54187570778,1.2595509212681473
fenis,2025-07-01,1149.0000000000005,1796.94075290622,1.563917104357023
fenis,2025-08-01,1375,2316.52032697245,1.6847420559799637
fenis,2025-09-01,674.0000000000002,1620.26712115278,2.403957153045667
fontainemore,2025-01-01,65.99999999999997,77.1709345824836,1.1692565845830853
fontainemore,2025-02-01,77,112.325289539401,1.4587699940181948
fontainemore,2025-03-01,29.000000000000004,39.5723464295737,1.3645636699852999
fontainemore,2025-04-01,11,16.2730641195221,1.4793694654111
fontainemore,2025-05-01,37.99999999999999,53.1843489483101,1.3995881302186872
fontainemore,2025-06-01,298.0000000000001,408.626220003186,1.3712289261851873
fontainemore,2025-07-01,547.9999999999999,955.305256581996,1.7432577674853944
fontainemore,2025-08-01,620.9999999999999,1163.02300536357,1.8728228749815947
fontainemore,2025-09-01,212.00000000000009,520.732436931465,2.4562850798654
gaby,2025-01-01,653.9999999999999,838.114523362401,1.2815206779241608
gaby,2025-03-01,431.99999999999994,617.139257589871,1.4285630962728497
gaby,2025-04-01,186.00000000000003,269.852135464672,1.4508179326057633
gaby,2025-05-01,123.00000000000003,168.082945386913,1.366528011275715
gaby,2025-06-01,558.9999999999999,698.305566296129,1.2492049486513939
gaby,2025-07-01,1237.9999999999998,1981.44487142202,1.6005208977560745
gaby,2025-08-01,1193.0000000000002,1998.08838807453,1.674843577598097
gaby,2025-09-01,373.0000000000001,892.940426411365,2.3939421619607635
gignod,2025-01-01,570.0000000000001,715.479189207766,1.2552266477329226
gignod,2025-02-01,565.0000000000001,869.452283524057,1.5388535991576227
gignod,2025-03-01,291,408.962569228483,1.405369653706127
gignod,2025-04-01,229.00000000000006,352.406341380567,1.538892320439157
gignod,2025-05-01,471.99999999999983,654.243216791351,1.3861085101511679
gignod,2025-06-01,751.9999999999999,954.522723772869,1.2693121326766876
gignod,2025-07-01,1851.9999999999998,2933.81370217752,1.584132668562376
gignod,2025-08-01,1831.9999999999995,3168.43280249823,1.7294938878265453
gignod,2025-09-01,619.0000000000002,1464.47169202352,2.365867030732665
gressan,2025-01-01,7369.999999999994,9335.81304988052,1.266731757107263
gressan,2025-02-01,7785.000000000004,12745.9832875821,1.6372489772102883
gressan,2025-03-01,6626.999999999999,9434.68650715281,1.423673835393513
gressan,2025-04-01,881.9999999999998,1267.61147486002,1.4372012186621546
gressan,2025-05-01,352.99999999999994,472.35463871973,1.3381151238519267
gressan,2025-06-01,1485.0000000000002,1788.06589046671,1.2040847747250571
gressan,2025-07-01,5981.999999999995,9312.89397686549,1.5568194545077727
gressan,2025-08-01,5751.999999999997,9416.07536077577,1.6370089292030208
gressan,2025-09-01,596.0000000000001,1303.43012335194,2.186963294214664
