comune_key,performance_metric,Prophet,GAMM,Mixed
saint pierre,Bias_kwh,1819.65475501714,10541.7152390118,-8385.74971420161
saint pierre,MAPE_pct,6.24489668646369,5.12160065911628,6.06972783269657
saint pierre,delta_from_best_RMSE,6624.32382236196,0,1992.53636406858
saint pierre,underperform_flag,high_gap,ok,ok
saint rhemy en bosses,n_obs,9,9,9
saint rhemy en bosses,MAE_kwh,19265.9256117247,16814.3961345067,25702.3082004005
saint rhemy en bosses,RMSE_kwh,25167.5670169422,25373.445153814,31649.2247282566
saint rhemy en bosses,Bias_kwh,19265.9256117247,4002.68904247129,-13986.4364794393
saint rhemy en bosses,MAPE_pct,12.7222367807529,10.3220234998214,13.6232944782917
saint rhemy en bosses,delta_from_best_RMSE,0,205.878136871819,6481.65771131448
saint rhemy en bosses,underperform_flag,ok,ok,high_gap
saint vincent,n_obs,9,9,9
saint vincent,MAE_kwh,149079.907687121,128434.026988083,46871.1137567917
saint vincent,RMSE_kwh,168855.877232421,140775.705989273,56999.9881718994
saint vincent,Bias_kwh,149079.907687121,128434.026988083,-1577.2299677474
saint vincent,MAPE_pct,11.3520797255858,9.85978997640729,3.52103336155104
saint vincent,delta_from_best_RMSE,111855.889060522,83775.7178173733,0
saint vincent,underperform_flag,high_gap,ok,ok
sarre,n_obs,9,9,9
sarre,MAE_kwh,38087.3938691047,48295.081443246,35601.3719961616
sarre,RMSE_kwh,60370.0589035388,71042.5696258935,58503.751450839
sarre,Bias_kwh,10181.6257619015,44694.3108109805,14517.3373652029
sarre,MAPE_pct,10.131035685677,12.9720310740759,9.58132998470249
sarre,delta_from_best_RMSE,1866.30745269974,12538.8181750544,0
sarre,underperform_flag,ok,high_gap,ok
torgnon,n_obs,9,9,9
torgnon,MAE_kwh,25055.4728405271,51540.19377267,24322.2512133105
torgnon,RMSE_kwh,33432.9188519073,60763.1523811095,32823.6217818347
torgnon,Bias_kwh,21134.1109381106,51540.19377267,12657.5840734307
torgnon,MAPE_pct,12.6350418062052,20.8188791441053,11.0833372983722
torgnon,delta_from_best_RMSE,609.297070072593,27939.5305992748,0
torgnon,underperform_flag,ok,high_gap,ok
valgrisenche,n_obs,9,9,9
valgrisenche,MAE_kwh,36866.9084672421,33312.9156240746,30616.8908763013
valgrisenche,RMSE_kwh,37333.4981100153,33936.7770704301,31602.6341166511
valgrisenche,Bias_kwh,36866.9084672421,33312.9156240746,30616.8908763013
valgrisenche,MAPE_pct,69.4759151021997,62.8056361384779,59.7530445360181
valgrisenche,delta_from_best_RMSE,5730.8639933643,2334.14295377906,0
valgrisenche,underperform_flag,high_gap,ok,ok
valpelline,n_obs,9,9,9
valpelline,MAE_kwh,56777.4424109136,58428.1635072571,56902.0603543593
valpelline,RMSE_kwh,74356.0137628439,73970.6299162199,73486.0902144457
valpelline,Bias_kwh,56777.4424109136,58428.1635072571,56902.0603543593
valpelline,MAPE_pct,239.910434934434,251.518342111704,241.623155068942
valpelline,delta_from_best_RMSE,869.923548398234,484.539701774193,0
valpelline,underperform_flag,high_gap,ok,ok
valsavarenche,n_obs,9,9,9
valsavarenche,MAE_kwh,7000.62287902058,9389.20583771474,9850.27354036347
valsavarenche,RMSE_kwh,8299.02004493669,11101.3162017375,11370.6934463141
valsavarenche,Bias_kwh,5161.84821889228,7696.31431857534,4897.99758093935
valsavarenche,MAPE_pct,15.3135474518224,20.7660399763498,20.2800273762427
valsavarenche,delta_from_best_RMSE,0,2802.29615680081,3071.67340137739
valsavarenche,underperform_flag,ok,ok,high_gap
valtournenche,n_obs,9,9,9
valtournenche,MAE_kwh,223998.967822439,149380.705909698,43671.8424942195
valtournenche,RMSE_kwh,234694.640857419,173979.770872833,55196.7065153384
valtournenche,Bias_kwh,187873.438662325,149380.705909698,-31211.4637885738
valtournenche,MAPE_pct,14.1129373508102,9.44906954367457,2.41010750709604
valtournenche,delta_from_best_RMSE,179497.934342081,118783.064357495,0
valtournenche,underperform_flag,high_gap,ok,ok
verrayes,n_obs,9,9,9
verrayes,MAE_kwh,16695.4921295793,9057.00881496327,10652.8313103133
verrayes,RMSE_kwh,24082.641123578,11827.3200364988,14716.5629557917
verrayes,Bias_kwh,8046.6671330588,-4104.44480110349,4595.12695025959
verrayes,MAPE_pct,11.6676478147808,5.99400359080978,7.32013067776407
verrayes,delta_from_best_RMSE,12255.3210870792,0,2889.24291929297
verrayes,underperform_flag,high_gap,ok,ok
verres,n_obs,9,9,9
verres,MAE_kwh,490582.620500559,99888.4782026081,167991.885512732
verres,RMSE_kwh,509003.321499512,111345.046341172,180859.099578341
verres,Bias_kwh,490582.620500559,-91452.4898078036,-167991.885512732
verres,MAPE_pct,58.158030970097,11.5402527823593,19.2898171045825
verres,delta_from_best_RMSE,397658.27515834,0,69514.0532371689
verres,underperform_flag,high_gap,ok,ok
villeneuve,n_obs,9,9,9
villeneuve,MAE_kwh,16279.0884232415,16843.0264837434,15039.8067759388
villeneuve,RMSE_kwh,22100.6801373062,18800.8439182057,17563.0576741338
villeneuve,Bias_kwh,14358.4495177611,-11315.7873390621,-8076.88463122829
villeneuve,MAPE_pct,10.0267610500601,8.95535611906203,8.10750725478524
villeneuve,delta_from_best_RMSE,4537.6224631724,1237.78624407194,0
villeneuve,underperform_flag,high_gap,ok,ok
