comune_key,performance_metric,Prophet,GAMM,Mixed
pontey,delta_from_best_RMSE,0,8993.92522307152,9629.88934976691
pontey,underperform_flag,ok,ok,high_gap
pre saint didier,n_obs,9,9,9
pre saint didier,MAE_kwh,11120.9666847056,13446.1915889604,24603.8988469284
pre saint didier,RMSE_kwh,22203.0055437417,19013.0992544422,26893.851599484
pre saint didier,Bias_kwh,7727.07116041693,427.784543687504,-15790.5563438266
pre saint didier,MAPE_pct,5.46965784168496,5.87725230447521,9.51333134139477
pre saint didier,delta_from_best_RMSE,3189.90628929951,0,7880.75234504183
pre saint didier,underperform_flag,ok,ok,high_gap
quart,n_obs,9,9,9
quart,MAE_kwh,58016.8547727642,45682.6534762054,41658.357090497
quart,RMSE_kwh,85127.4675250118,70989.4051582634,64319.1096329114
quart,Bias_kwh,58016.8547727642,39304.277457397,19776.747311105
quart,MAPE_pct,11.3881920239915,9.1927296984572,8.26619096195677
quart,delta_from_best_RMSE,20808.3578921004,6670.29552535196,0
quart,underperform_flag,high_gap,ok,ok
rhemes notre dame,n_obs,9,9,9
rhemes notre dame,MAE_kwh,23097.219868033,13582.5900374928,13777.2616896126
rhemes notre dame,RMSE_kwh,26430.6479160984,14894.6796111577,14280.2529220796
rhemes notre dame,Bias_kwh,-20703.2238497809,10156.0686074944,6750.52581034707
rhemes notre dame,MAPE_pct,30.0795551662906,22.0169358601911,23.0896863223925
rhemes notre dame,delta_from_best_RMSE,12150.3949940188,614.426689078025,0
rhemes notre dame,underperform_flag,high_gap,ok,ok
rhemes saint georges,n_obs,9,9,9
rhemes saint georges,MAE_kwh,5423.94299783814,8110.28909816584,6937.4495739596
rhemes saint georges,RMSE_kwh,7158.13192109015,9804.44486849858,8898.90763390874
rhemes saint georges,Bias_kwh,-1004.7291493332,6667.73221673437,3380.2517098322
rhemes saint georges,MAPE_pct,11.1178884424079,16.9011193934381,15.1492061317271
rhemes saint georges,delta_from_best_RMSE,0,2646.31294740843,1740.77571281859
rhemes saint georges,underperform_flag,ok,high_gap,ok
roisan,n_obs,9,9,9
roisan,MAE_kwh,10540.2941916783,11944.9647074303,8891.38617121996
roisan,RMSE_kwh,16725.9240336584,17936.2796535404,15059.1610738941
roisan,Bias_kwh,8120.33978417106,9998.79888921867,1702.02448179939
roisan,MAPE_pct,14.4340845894607,16.2062649816394,11.3098402620771
roisan,delta_from_best_RMSE,1666.76295976433,2877.1185796463,0
roisan,underperform_flag,ok,high_gap,ok
saint christophe,n_obs,9,9,9
saint christophe,MAE_kwh,22658.645876063,14354.3549307531,34269.1940732287
saint christophe,RMSE_kwh,27734.7874267541,16692.0580794953,39248.9370888769
saint christophe,Bias_kwh,2809.23361916103,-10315.6397690585,-34269.1940732287
saint christophe,MAPE_pct,6.78682951425175,4.37473454379933,10.2308511221317
saint christophe,delta_from_best_RMSE,11042.7293472588,0,22556.8790093816
saint christophe,underperform_flag,ok,ok,high_gap
saint denis,n_obs,8,8,8
saint denis,MAE_kwh,18110.7100211459,22268.3772040326,19392.6037099185
saint denis,RMSE_kwh,19783.9573527611,36400.5800161779,43409.9577428918
saint denis,Bias_kwh,14372.6423969345,22268.3772040326,19205.6747076381
saint denis,MAPE_pct,56.9895399061546,52.6363487640932,39.9327926919195
saint denis,delta_from_best_RMSE,0,16616.6226634168,23626.0003901307
saint denis,underperform_flag,ok,ok,high_gap
saint marcel,n_obs,9,9,9
saint marcel,MAE_kwh,37452.3752780228,26549.7214322534,34879.5703332009
saint marcel,RMSE_kwh,40281.4658934798,32747.6736526964,38204.181415989
saint marcel,Bias_kwh,-29167.4650963876,-12417.3715355512,-21953.1249769598
saint marcel,MAPE_pct,11.9397197617573,9.5410618150433,11.6660674355762
saint marcel,delta_from_best_RMSE,7533.79224078345,0,5456.5077632926
saint marcel,underperform_flag,high_gap,ok,ok
saint nicolas,n_obs,9,9,9
saint nicolas,MAE_kwh,4170.93131959378,4267.81669048415,5091.90160209056
saint nicolas,RMSE_kwh,5951.48096799373,6152.29811028115,6261.36801064662
saint nicolas,Bias_kwh,-706.823066965704,3425.76806316975,396.455160904731
saint nicolas,MAPE_pct,7.31097829100312,8.21688535201767,8.89605481394226
saint nicolas,delta_from_best_RMSE,0,200.817142287417,309.887042652894
saint nicolas,underperform_flag,ok,ok,high_gap
saint oyen,n_obs,9,9,9
saint oyen,MAE_kwh,4636.85125959032,3148.92169006574,3594.7766940957
saint oyen,RMSE_kwh,5723.43883920636,4674.83873246818,4704.23472598725
saint oyen,Bias_kwh,3230.80863975968,1759.42466128027,-834.791562138556
saint oyen,MAPE_pct,13.8095114078133,10.1276538691761,9.94806669424398
saint oyen,delta_from_best_RMSE,1048.60010673818,0,29.3959935190705
saint oyen,underperform_flag,high_gap,ok,ok
saint pierre,n_obs,9,9,9
saint pierre,MAE_kwh,22125.137983012,17103.4161713425,23114.1591734388
saint pierre,RMSE_kwh,35071.29604734,28446.972224978,30439.5085890466
