year_month,year,month,month_label,parameter,mean_value,median_value,sd_value,n_stations_with_data
2024-12-01,2024,12,Dec,umidit_relativa,59.86866359447005,59.26774193548387,6.012858724939658,7
2025-01-01,2025,1,Jan,precipitazione,2.566752005461683,2.6709677419354834,1.015060686145305,7
2025-01-01,2025,1,Jan,pressione,868.7677419354839,851.3048387096774,58.68908849664866,4
2025-01-01,2025,1,Jan,temperatura,0.029838709677419417,-0.006451612903225601,2.364377970451475,8
2025-01-01,2025,1,Jan,umidit_relativa,73.29590020657874,73.69032258064516,4.60696044598464,7
2025-02-01,2025,2,Feb,precipitazione,0.45816326530612245,0.3571428571428571,0.29056678636282673,7
2025-02-01,2025,2,Feb,pressione,872.2696428571429,854.7482142857143,58.587176780958416,4
2025-02-01,2025,2,Feb,temperatura,1.6366071428571427,1.5285714285714285,2.8765417655849395,8
2025-02-01,2025,2,Feb,umidit_relativa,70.3454081632653,73.075,5.4794819485681465,7
2025-03-01,2025,3,Mar,precipitazione,1.9041474654377881,1.8516129032258064,0.7336463422877894,7
2025-03-01,2025,3,Mar,pressione,865.9733870967741,848.8354838709678,57.52038576779683,4
2025-03-01,2025,3,Mar,temperatura,4.577419354838709,4.712903225806452,3.899327374883079,8
2025-03-01,2025,3,Mar,umidit_relativa,65.34884792626728,65.7516129032258,5.5463056950452,7
2025-04-01,2025,4,Apr,precipitazione,7.29043865822191,5.84,2.516277716280771,7
2025-04-01,2025,4,Apr,pressione,867.3930952380952,850.5745238095237,56.51123215799774,4
2025-04-01,2025,4,Apr,temperatura,8.623392857142857,8.905,3.735392718109223,8
2025-04-01,2025,4,Apr,umidit_relativa,65.63535890218157,67.50333333333333,5.525899429755234,7
2025-05-01,2025,5,May,precipitazione,2.4460829493087557,2.3290322580645166,0.5830467487461257,7
2025-05-01,2025,5,May,pressione,867.582258064516,850.9048387096774,55.83688290185642,4
2025-05-01,2025,5,May,temperatura,12.343145161290323,12.727419354838709,3.98228384494047,8
2025-05-01,2025,5,May,umidit_relativa,62.894009216589865,63.66774193548387,5.768413466888357,7
2025-06-01,2025,6,Jun,precipitazione,1.723481116584565,1.5310344827586206,0.3807548121210019,7
2025-06-01,2025,6,Jun,pressione,873.6383333333333,857.2516666666667,54.65817593275781,4
2025-06-01,2025,6,Jun,temperatura,19.063333333333333,19.566666666666666,3.7822144349238087,8
2025-06-01,2025,6,Jun,umidit_relativa,61.56784679089027,62.18666666666667,5.3209595519986115,7
2025-07-01,2025,7,Jul,precipitazione,1.447588325652842,1.3548387096774193,1.0833573533755587,7
2025-07-01,2025,7,Jul,pressione,869.4741935483871,853.1822580645162,54.61541337777507,4
2025-07-01,2025,7,Jul,temperatura,18.15201612903226,18.51774193548387,4.180045413223127,8
2025-07-01,2025,7,Jul,umidit_relativa,55.78768561187916,57.92903225806452,6.33850715451087,7
2025-08-01,2025,8,Aug,precipitazione,1.9520737327188937,1.8064516129032264,0.9336344874344825,7
2025-08-01,2025,8,Aug,pressione,870.8346774193549,854.4548387096775,54.56940174841588,4
2025-08-01,2025,8,Aug,temperatura,18.673915461624027,19.13225806451613,3.7664235005508653,8
2025-08-01,2025,8,Aug,umidit_relativa,60.241836734693884,58.27741935483871,9.264054770253784,7
2025-09-01,2025,9,Sep,precipitazione,4.084761904761905,3.2933333333333334,2.3534300083564847,7
2025-09-01,2025,9,Sep,pressione,871.1616666666666,854.4933333333333,55.686251877354344,4
2025-09-01,2025,9,Sep,temperatura,13.307083333333333,13.54,3.471627145832706,8
2025-09-01,2025,9,Sep,umidit_relativa,70.09619047619047,69.78,3.828829928886712,7
