"comune_key","comune_nome","date","q05","q50","q95","scale_factor"
"la thuile","La Thuile",2025-03-01,343.945142378131,1330.86545121309,5120.51351302487,3.57762181342539
"la thuile","La Thuile",2025-04-01,119.397499001525,463.540373871184,1785.0051031518,1.78501399459999
"la thuile","La Thuile",2025-05-01,37.2390385338138,146.460729769015,565.858088189876,1.22103135018847
"la thuile","La Thuile",2025-06-01,168.686591532296,651.819497036194,2506.98820979851,1.43827193394973
"la thuile","La Thuile",2025-07-01,391.396487749877,1507.19691473061,5791.72818602235,1.50863863080624
"la thuile","La Thuile",2025-08-01,380.612146572369,1465.4444815867,5631.06223103892,1.38823215487078
"la thuile","La Thuile",2025-09-01,183.151277883401,708.068023266758,2723.68134984107,1.6868662838857
"lillianes","Lillianes",2025-01-01,98.9728134694462,385.979629661629,1488.04918378138,2.09046510739047
"lillianes","Lillianes",2025-02-01,150.845273809846,587.786714569002,2265.58609641867,3.01425863985616
"lillianes","Lillianes",2025-03-01,168.736790625294,658.087735839914,2537.13292771311,3.57762181342539
"lillianes","Lillianes",2025-04-01,105.884579965172,411.652488925347,1585.76224549025,1.78501399459999
