"comune_key","comune_nome","date","bagged_mean","q05","q50","q95"
"brusson","Brusson",2025-09-01,2691.52307265594,1618.92980708036,2656.09248747518,4311.15157937714
"challand saint anselme","Challand-Saint-Anselme",2025-01-01,516.570473284464,335.053491869344,503.93046991927,703.005138430393
"challand saint anselme","Challand-Saint-Anselme",2025-02-01,481.023407431801,308.407923688267,450.097064095431,725.921488542591
"challand saint anselme","Challand-Saint-Anselme",2025-03-01,284.296113597682,188.160874142732,264.412473167118,452.653926249705
"challand saint anselme","Challand-Saint-Anselme",2025-04-01,269.68605159674,181.983866149833,253.224772499904,400.43707485362
"challand saint anselme","Challand-Saint-Anselme",2025-05-01,369.030972085909,282.227313010177,338.176022223021,538.234204820176
"challand saint anselme","Challand-Saint-Anselme",2025-06-01,725.231528917167,583.156376671025,707.459397170365,882.809481280752
"challand saint anselme","Challand-Saint-Anselme",2025-07-01,893.592112168429,600.84987524829,832.814634405373,1413.79684419198
"challand saint anselme","Challand-Saint-Anselme",2025-08-01,964.069545695786,624.131022194172,913.117673364353,1518.81658030554
"challand saint anselme","Challand-Saint-Anselme",2025-09-01,720.571344134939,433.417955431785,711.085910163906,1154.17635460053
"challand saint victor","Challand-Saint-Victor",2025-01-01,32.3676444826729,20.9940228262582,31.5756380550057,44.0494019054719
"challand saint victor","Challand-Saint-Victor",2025-02-01,60.9469113783239,39.0760825835001,57.0284635908436,91.9761324423676
"challand saint victor","Challand-Saint-Victor",2025-03-01,41.7001761506523,27.5991869783922,38.78367019502,66.3946763852313
"challand saint victor","Challand-Saint-Victor",2025-04-01,17.2829724786393,11.6625317905836,16.2280427486464,25.6622205825851
"challand saint victor","Challand-Saint-Victor",2025-05-01,24.472097860322,18.7157581484324,22.4259678342923,35.6927226397291
"challand saint victor","Challand-Saint-Victor",2025-06-01,25.8463394938065,20.782959769995,25.2129630721521,31.4622195143693
"challand saint victor","Challand-Saint-Victor",2025-07-01,60.5221793715623,40.6950144590171,56.4057761929345,95.7551717768604
"challand saint victor","Challand-Saint-Victor",2025-08-01,74.3893077249679,48.1590512613825,70.4577713260137,117.194568041862
"challand saint victor","Challand-Saint-Victor",2025-09-01,7.11397036822417,4.27899682258335,7.02032371304016,11.3948139253169
"chambave","Chambave",2025-01-01,126.396750861378,81.9823720619879,123.30393886599,172.014410292326
"chambave","Chambave",2025-02-01,146.102276093617,93.6734032481583,136.708951189076,220.485697998753
"chambave","Chambave",2025-03-01,138.068743691924,91.3805509899631,128.412230208399,219.83191445577
"chambave","Chambave",2025-04-01,114.511191419435,77.2720324560685,107.521580089868,170.029285009398
"chambave","Chambave",2025-05-01,126.03104601492,96.3859571775251,115.493497949571,183.817145349805
"chambave","Chambave",2025-06-01,121.08173465985,97.3614395539404,118.114571133853,147.390314824336
"chambave","Chambave",2025-07-01,218.470706073888,146.899345576541,203.611467390521,345.65344813321
"chambave","Chambave",2025-08-01,250.561728325685,162.211687238584,237.319333884546,394.740513347932
"chambave","Chambave",2025-09-01,147.458422205173,88.6950728523484,145.517313751882,236.191774181962
"chamois","Chamois",2025-01-01,437.062802213264,283.483910949579,426.368278278028,594.802474518344
"chamois","Chamois",2025-02-01,743.067757729452,476.417531414056,695.293848512808,1121.3775555308
"chamois","Chamois",2025-03-01,406.452917999796,269.010136582217,378.025643454291,647.150982262871
"chamois","Chamois",2025-04-01,3.39894863599318,2.29360699213195,3.19148131685813,5.04684999953206
"chamois","Chamois",2025-05-01,6.42709271601342,4.9153085917284,5.88971878667678,9.37395882452848
"chamois","Chamois",2025-06-01,180.047486203972,144.775613713599,175.635339850827,219.168116062127
"chamois","Chamois",2025-07-01,621.322494482221,417.776229461874,579.063376952138,983.025442998628
"chamois","Chamois",2025-08-01,665.66559384377,430.94665668062,630.484617010323,1048.70436513911
"chamois","Chamois",2025-09-01,218.848003065674,131.635340221482,215.96713873535,350.540154622972
"champdepraz","Champdepraz",2025-01-01,226.376159537464,146.830155132059,220.836943561452,308.077235543694
"champdepraz","Champdepraz",2025-02-01,307.067534788396,196.876200561177,287.325302161879,463.401403118413
"champdepraz","Champdepraz",2025-03-01,268.256633755324,177.545173105736,249.494792866241,427.115998791713
"champdepraz","Champdepraz",2025-04-01,292.16745159881,197.1542914077,274.333937646924,433.818059899536
"champdepraz","Champdepraz",2025-05-01,83.7796418334321,64.072950478802,76.7747646175992,122.193182451469
"champdepraz","Champdepraz",2025-06-01,396.887439047689,319.135933385113,387.161530045997,483.122947944194
"champdepraz","Champdepraz",2025-07-01,424.891060591746,285.696054468467,395.992185327313,672.241431420297
"champdepraz","Champdepraz",2025-08-01,520.506944581003,336.972091723991,492.997722340428,820.01820420875
"champdepraz","Champdepraz",2025-09-01,640.633611301285,385.336042365691,632.200459096324,1026.13595745187
"champorcher","Champorcher",2025-01-01,326.470161366303,211.752264626035,318.481737420839,444.296011588577
"champorcher","Champorcher",2025-02-01,402.429213133877,258.017294245121,376.555910875237,607.31350890151
"champorcher","Champorcher",2025-03-01,283.809063811296,187.838521113007,263.959487591818,451.878449598629
"champorcher","Champorcher",2025-04-01,79.3230475486602,53.527109697455,74.4812738759803,117.780986227484
"champorcher","Champorcher",2025-05-01,106.044776151146,81.100868208255,97.1782947475114,154.667033621661
"champorcher","Champorcher",2025-06-01,626.239905087249,503.557525308856,610.893608553599,762.309005777555
"champorcher","Champorcher",2025-07-01,1634.37278741586,1098.94959014916,1523.21126932382,2585.8230591076
