comune_key,variable,n_obs,x_sd,x_q10,x_q50,x_q90,pearson_r,spearman_rho,linear_adj_r2,quad_adj_r2,delta_adj_r2_quad,quad_term_p,aic_gain_quad,loess_r2,loess_gain_over_linear,sign_changes_binned,nonlinear_score,nonlinear_flag
gressan,HDD,57,6.448201391040769,1.3937085457539604,11.50865033624273,17.672907888426902,0.738156241801522,0.7153876069484056,0.5365996307161944,0.6791466989891427,0.14254706827294827,5.497122387935803e-6,19.999522500286844,0.7868659050219731,0.25026627430577864,1,41.28133425787269,likely_nonlinear
gressoney la trinite,temp,57,5.268229608912472,-2.123374860226822,1.91459667707725,10.281637078321399,-0.6186017572591431,-0.5628078817733991,0.3714439183401751,0.4549390707275829,0.08349515238740779,0.0033462294777326447,7.1699780808188365,0.6519240226513991,0.28048010431122405,2,39.19752566986319,likely_nonlinear
gressoney la trinite,HDD,57,5.268229608912471,7.718362921678599,16.08540332292275,20.12337486022682,0.6186017572591431,0.5628078817733991,0.3714439183401751,0.454939070727582,0.0834951523874069,0.0033462294777328303,7.169978080818709,0.6519240226513998,0.2804801043112247,2,39.19752566986316,likely_nonlinear
gressoney saint jean,temp,57,5.967949427790927,-0.954589735694296,4.31243967244227,13.68947616776414,-0.4322307281611605,-0.43498833290121863,0.1720383733188492,0.5922836369094755,0.4202452635906263,4.450757082014446e-10,39.42441958505403,0.720111939568962,0.5480735662501128,1,98.83188298407391,likely_nonlinear
gressoney saint jean,HDD,57,5.967949427790927,4.31052383223586,13.68756032755773,18.954589735694295,0.4322307281611605,0.43498833290121863,0.1720383733188492,0.5922836369094744,0.4202452635906252,4.4507570820146713e-10,39.42441958505394,0.7201119395689619,0.5480735662501127,1,98.83188298407379,likely_nonlinear
hone,temp,57,6.646987735931023,3.430302461910996,9.9462534003958,20.49704753659162,-0.7436124566927118,-0.7739175525019447,0.5448314763985433,0.7220375919629474,0.17720611556440402,1.672397537013893e-7,27.15726636887365,0.7620274794993955,0.2171960031008522,1,41.44021186652562,likely_nonlinear
hone,HDD,57,5.897244412118529,0,8.0537465996042,14.569697538089002,0.7938222110290505,0.8035221740539957,0.6234292245907425,0.7030294742629035,0.07960024967216106,2.1562098791200326e-4,12.581868637640355,0.7420562164624553,0.11862699187171288,1,21.822724154387394,likely_nonlinear
introd,HDD,57,6.3448198965340445,1.494027638850919,11.66697559824113,17.45821594486374,0.7313945926743035,0.7899922219341459,0.5264823783785407,0.594284448945582,0.06780207056704124,0.002353607379422494,7.854500026904304,0.6387730716233735,0.11229069324483276,1,20.0092763811874,likely_nonlinear
introd,temp,57,6.3448198965340445,0.5417840551362628,6.33302440175887,16.50597236114908,-0.7313945926743035,-0.7899922219341459,0.5264823783785408,0.594284448945582,0.06780207056704113,0.0023536073794224836,7.854500026904276,0.6387730716233725,0.11229069324483165,1,20.009276381187277,likely_nonlinear
issime,temp,57,6.30471293066721,-0.49762302487608034,5.49822230671038,15.11484605391096,-0.30634862546147185,-0.3610967072854551,0.07737401632798946,0.42305457510001354,0.3456805587720241,3.225615940113427e-7,25.806047521759083,0.4695639794127434,0.39218996308475396,1,75.78705218567781,likely_nonlinear
issime,HDD,57,6.30471293066721,2.88515394608904,12.50177769328962,18.497623024876077,0.30634862546147185,0.3610967072854551,0.07737401632798968,0.4230545751000142,0.3456805587720245,3.2256159401134093e-7,25.806047521759098,0.46956397941274286,0.3921899630847532,1,75.78705218567777,likely_nonlinear
issogne,lag12,57,0.08910894154069994,12.012465366992581,12.10262696207712,12.244637357009683,0.4701918373178893,0.46765620948924047,0.20691818867819645,0.24039367115220622,0.03347548247400978,0.0697359381082807,1.5040870340745442,0.28468798968862574,0.0777698010104293,2,12.724528348443906,likely_nonlinear
issogne,lag24,57,0.09123859900763533,11.991739529513108,12.105777059212532,12.234653110178922,0.26782407610488773,0.2651672284158673,0.054852094573098586,0.05694475725297521,0.0020926626798766224,0.2941935045988263,-0.8277548286596499,0.11425986426413393,0.05940776969103534,1,6.950043237091196,mostly_linear_or_weak
jovencan,temp,57,6.814806085403743,1.4892164644773742,8.72634970752409,19.210471477603278,-0.8424025257464737,-0.8588929219600727,0.7043627793001128,0.7831045535002547,0.07874177420014183,2.78848999261883e-5,16.69980825628744,0.7979994246197125,0.0936366453195997,1,19.237841951974154,likely_nonlinear
jovencan,log_arrivi,57,0.5363056481773504,5.566363823311083,6.210600077024653,6.519705601852275,-0.07207926420688077,-0.08549529258467221,-0.012891935665420018,-0.026072029335960423,-0.013180093670540405,0.5902057465782419,-1.6910182530850761,0.11028323646291183,0.12317517212833184,2,13.917517212833184,mostly_linear_or_weak
la magdeleine,temp,57,5.829270853892155,-2.281553463968768,2.63505286250147,12.068000690710239,-0.36462992778903425,-0.3682649771188895,0.11719052940742614,0.4471661079897018,0.32997557858227566,3.3555826678712885e-7,25.724854754610377,0.5213915397794728,0.4042010103720467,1,75.41765889543223,likely_nonlinear
la magdeleine,HDD,57,5.829270853892155,5.93199930928976,15.364947137498529,20.28155346396877,0.36462992778903425,0.3682649771188895,0.11719052940742625,0.44716610798969847,0.3299755785822722,3.355582667871827e-7,25.724854754610007,0.5213915397794738,0.4042010103720476,1,75.41765889543198,likely_nonlinear
la salle,HDD,57,6.157683472860923,3.13560887494984,13.46195182057614,18.511124761723405,0.4133963415752577,0.41988592170080385,0.15582192677740403,0.3545890216374834,0.19876709486007937,8.935648894407592e-5,14.349042590126516,0.4257072562125177,0.2698853294351137,1,48.8652424295193,likely_nonlinear
la salle,temp,57,6.157683472860923,-0.5111247617234059,4.53804817942386,14.86439112505016,-0.4133963415752577,-0.41988592170080385,0.15582192677740414,0.35458902163748307,0.19876709486007893,8.935648894407746e-5,14.349042590126473,0.42570725621251393,0.2698853294351098,1,48.86524242951887,likely_nonlinear
